Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Holstons Tonalite|34855|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Ensay Suite|34902|Early Devonian||||Early Devonian|||||||No|22968||||||Previously included in Ensay Tonalite of Simpson et al 1996. Age and lithology updated from GSV data (HG, Dec 2005)|Biotite-hornblende tonalite; grey, medium to coarse-grained, massive to moderately foliated, I-type|igneous felsic intrusive|||Y|
Home Station Sandstone Member|74175|||||Yes|Member, phase|Formal|Other new published name|Briefly described|Snowy Plains Formation|17054|||Tournaisian||||Tournaisian|||||||No|63738||||||Within the Mansfield Group.|Sandstone, minor mudstone: alluvial deposits.||||N|
Honeysuckle Hill Gravels|8460|||||Yes|Formation, beds|Formal|Variation of published name|Described|||||Eocene||||Eocene|||||200||No|37127|||||||Gravels|sedimentary siliciclastic|||N|
Hope Hill Granite|8483|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|41868|||||||Granite|igneous felsic intrusive|||Y|
Hopkins River Granite|8486|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||Ararat Suite|28331|Early Devonian||||Early Devonian|||||||No|42726||||||Briefly described. Formal name not intended|I-type Granite|igneous felsic intrusive|||Y|
Horsehair Creek Tonalite|69419|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Rileys Creek Suite|34904|Early Devonian||||Silurian|||||||No|61169||VandenBerg, F. for GSV|01/JUL/05|VandenBerg, F.|01/JUL/05|Geological Survey of Victoria map code: G462. Age and lithology updated from GSV data (HG, Dec 2005)|Biotite-hornblende tonalite: fine to medium-grained, foliated; contains quartz, plagioclase, biotite, hornblende; weak magmatic foliation due to aligned biotite, hornblende and plagioclase. |igneous felsic intrusive|||Y|
Hospital Creek Sandstone|29698|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Tara Range Subgroup|30050|||Early Devonian||||Early Devonian|||||||No|43312||VandenBerg A.H.M., Willman C.E., Hendrickx M. & Magart A.|01/SEP/95|||Orbost mapping project. Of Snowy River Volcanics.|Mass flow sediments with minor pyroclastics - thick-bedded, coarse-grained volcanolithic sandstone consisting of predominantly quartz and feldspar crystal. Probably overlies Kanni Ignimbrite.||||N|
Hotspur High Level Alluvials|28611|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|34988|||||||Alluvials||||N|
House Creek Granite|8531|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||Bethanga Suite|31496||||||||||||No|42726||||||Briefly described. Formal name not intended|Granite|igneous felsic intrusive|||Y|
Howe Range Granite|26622|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Gabo Suite|6947|Middle Devonian||||Early Devonian|||||||No|42726||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G2|Brick-red granite even-grained with perthitic alkali feldspar dominated over plagioclase; khaki coloured ferrohastingsite and Fe-rich biotite; accessory magnetite, zoned zircon, allanite, apatite and secondary fluorite.|igneous felsic intrusive|||Y|
Howitt Spur Formation|37563|||||Yes|Formation, beds|Formal|Other new published name|Described|Wellington Volcanic Group|37613|||Late Devonian||||Late Devonian|||||500||No|23309||||||Of Wellington Volcanics|||||N|
Howqua Chert|8538|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Ordovician||||Cambrian|||||600||No|32074|||||||Siliceous siltstone (chert)|sedimentary non-carbonate chemical or biochemical|||N|
Humevale Siltstone|28613|Ruddock Siltstone|16426|||Yes|Formation, beds|Formal|Variation of published name|Defined|Murrindindi Supergroup|35522|||Pragian||||Ludlow|||||2700||No|32077|61185|||||Initially part of Humevale Formation (Williams 1964) together with Clonbinane Sandstone and Mount Phillipa Members at base of the formation, Flowerdale Sandstone Member near the top, and the Humevale Siltstone forming the bulk of the formation; this latter name is now retained as a unit in its own right (VandenBerg 1975) -see RefID: 61185.  Several mapped sections formerly of Humevale Siltstone now belong to Norton Gully Sst. (61185) - including Flowerdale Sandstone Member -- former Clonbinane Sandstone and Mount Phillipa Members now reassigned to Dargile Formation see also RefID: 60599. Equivalent to Kilmore Siltstone (VandenBerg 1992), which it now replaces, having precedence. Also replaces Yan Yean Formation in the Merriang-Wandong area, continuing all the way to Kilmore.|Marine mudstone, minor sandstone, marlstone. Distal shelf and hemipelagic mudstone sediments in many areas; sequence of thick, monotonous siltstones in Heathcote/Woodened/Echuca region.|sedimentary siliciclastic|||N|
Hummocks Serpentinite|8585|Hummocks serpentinite|8586|||Yes|Formation, beds|Formal|Variation of published name|Defined|Glenelg River Metamorphic Complex|7400|||Early Cambrian||||Early Cambrian|700|200|||||No|42275|50154||||||Dark green serpentinite: massive, cumulate texture locally preserved; talc schist; massive chlorite-magnetite rock. Relict pyroxene indicated by exsolution lamellae defined by magnetite granules.|meta-igneous ultramafic|||N|
Hunken Granite|35154|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|22971||||||Wangaratta 1: 250 000 sheet area|Granite|igneous felsic intrusive|||Y|
Hylands Member|30592|||||Yes|Member, phase|Formal|Resvd name published|Defined|McIvor Sandstone|11550|||Lochkovian||||Ludlow|||||320||No|61185|60599|VandenBerg, A.H.M.|12/NOV/96|||Comprises former units 3 and 4 of the Dargile Beds (Thomas 1937) and correlates with upper part of Melbourne Formation. Member marks a gradational change from deposition of  predominantly mud (Dargile Fm) to sand (upper part of McIvor Sst.).|Moderately shallow water deposit: sequence of thin-bedded turbidites and interbedded bioturbated siltstones; large nested channels; abundant shelly fossils (60592).||||N|
Hypatia Formation|41195|||||Yes|Formation, beds|Formal|Other new published name|Defined|Coleraine Volcanic Group|41194|||Late Jurassic|153|5|isotopic, K/Ar|Early Jurassic|191|10|isotopic, K/Ar||80||No|50160|50154||||||Flows and plugs of olivine basalt, nephelinite, hawaiite, basanite, mugearite, ankaramite, picrobasalt. Flows are black, vesicular, fine grained with common small phenocrysts of olivine and pyroxene. Plugs are strongly porphyritic in olivine and pyroxene.|igneous mafic volcanic|||N|
Illaenus Band|74775|||||Yes|Member, phase|Informal|Variation of published name|Briefly described|||||Llandovery||||Llandovery|||||||No|61185||||||Informal name but retained, as it is widely used in its various forms.|||||N|
Illoura Granodiorite|37748|Lismore Granite|10456|||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Beckworth Suite|1351|Early Devonian|369|19||Early Devonian|369|18|||||No|23309||||||New name to replace Lismore Granite in Victoria, whose name is preoccupied by the Lismore Basalt in NSW. GSV Code: G305.   Age: 369+/-18Ma. Age and lithology updated from GSV data (HG, Dec 2005).|I-type granodiorite.|igneous felsic intrusive|||Y|I-type
Inglewood Granite|26629|||||Yes|Formation, beds|Formal|Other new published name|Described|||Mount Cole Suite|28790|Early Devonian||||Early Devonian|||||||No|42726||||||Now included as part of the Wedderburn Granodiorite?  Advice from Victoria that name is probably still in use (DP 17-AUG-2005) but Inglewood name in NSW has been superseded. Included in Wedderburn Granodiorite (as a junior synonym) by Edwards et al. (2001)[in VandenBerg 2009].|||||Y|
Ingliston Granite|27436|Ingliston Granodiorite|28615|||Yes|Formation, beds|Formal|Unknown or process pending|Described|||Harcourt Suite|8070|Late Devonian||||Middle Devonian|||||||No|39865||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G279|I-type granite with red-brown biotite with haloes.|igneous felsic intrusive|||Y|I-type
Ino Creek Granodiorite|34711|Ino Creek Granite|8737|||Yes|Formation, beds|Formal|Variation of published name|Described|||Kuark Metamorphic Complex Supersuite|34704|Silurian||||Silurian|||||||No|22878||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G27|Brownish grey, coarse grained, biotite-muscovite granodiorite: massive; prominent quartz; includes pods of fine-grained leucocratic muscovite granite and pegmatite. Highly magnetic along north-western boundary, lower over eastern part.|igneous felsic intrusive|||Y|
Iona Tonalite|8753|Iona Granodiorite|8752|||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||Currowong Suite|5085|Late Silurian|416.9|4.2|isotopic, U/Pb-Pb/Pb ion probe|Late Silurian|422|3||||NSW|No|39721|41905|||||Currowong Suite. GSV Code: G54.  See also the informal Iona Granite. Age and lithology updated from GSV data (HG, Dec 2005). See also RefID 67060 p503, 505.|I-type hornblende-biotite tonalite|igneous felsic intrusive|||Y|I-type
Irondoon Granodiorite|8785|Irondoon Granite|8784|||Yes|Formation, beds|Formal|Variation of published name|Described|||Kuark Metamorphic Complex Supersuite|34704|Early Devonian||||Late Silurian|||||||No|30574||||||To be used again on Craigie, Vic 1:100 000 sheet. Kuark Metamorphic Complex Supersuite. GSV Code: G32. Age and lithology updated from GSV data (HG, Dec 2005)|Moderately magnetic, dark grey, medium grained, strongly foliated biotite granodiorite with abundant elongate mafic inclusions; forms dyke like bodies|igneous felsic intrusive|||Y|
Irymple Member|8794|||||Yes|Member, phase|Formal|Other new published name|Defined|Blanchetown Clay|1918|||Middle Pleistocene||||Late Pliocene||||||VIC|No|31745|42966|||||Said (Brown & Stephenson,1991) to be equivalent to Chowilla Sand of Gill (1973). May be junior synonym of Chowilla Sand.|||||N|
Jack River Formation|8824|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described||||||||||||||||No|38930|||||||||||N|
Jahanna River Formation|8841|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|41626|||||||||||N|
Jallukar Volcanics|35145|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|23061|||||||Volcanics||||N|
Jamieson Volcanic Group|73609|Jamieson Volcanics|34148|||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Late Cambrian||||Middle Cambrian|||||||No|66244||||||Published in Surface Geology of Australia, 1:1,000,000 scale - Eastern States (2nd edition) 2006. Has been extended to include all the Cambrian calcalkaline volcanic and related rocks in the eastern Melbourne Zone, including those in the (now redundant) Licola Volcanic Group and those in the Glen Creek Window. All are potentially continuous under the overlying Ordovician to Devonian strata.|Andesite lava and breccia, rhyolite and dacite lava and hyaloclastite breccia; volcaniclastic sandstone, shale and conglomerate|igneous intermediate volcanic|||N|
Jan Juc Marl|8858|Jan Juc Formation|8857|||Yes|Formation, beds|Processing pending|Unknown or process pending|Described|Torquay Group|18441||||22.76||||27.9||||||No|33155||||||Described.See also Jan Juc Marl, Lexicon. No redefinition has yet (2013) been indexed, but Birch, W.D. (ed.) in Geology of Victoria, 2003 refers to "...Point Addis Limestone and Jan Juc Marl...(sometimes together referred to as the Jan Juc Formation)...". These two units are apparently promoted to Formation status and the Jan Juc Formation is obsolete.|||||N|
Japan Creek Gravel|30295|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Pliocene||||Pliocene|||||||No|60507||VandenBerg A.H.M., Willman C.E., Hendrickx M. & Magart A.|09/MAY/96|||Benambra 1:100 000 sheet area.|Alluvium: gravel, sand; moderately to well sorted and poorly to moderately consolidated (60505). Magnetic response masked by Morass Creek Basalt; moderate Th, low total count, K, U (60508).|sedimentary siliciclastic|||N|
Jarrahmond Granite|8881|||||Yes|Formation, beds|Informal|Variation of published name|Described|||Bete Bolong Suite|1540|Early Devonian||||Late Silurian|||||||No|42726||||||GSV Code: G45. Age and lithology updated from GSV data (HG, Dec 2005). Probably the preferred name over Jarrahmond Granodiorite? NOT variation on Jarrahmond Formation which is a sand and silt deposit.|Altered, grey-green, medium grained, I-type hornblende-biotite granodiorite; with some elongate mafic enclaves|igneous felsic intrusive|||Y|I-type
Jeffcott Granite|28623|||||Yes|Formation, beds|Formal|Other new published name|Described|||Glenloth Suite|37620|Middle Devonian|375|6||Early Devonian|411|4|||||No|42726||||||Briefly described.  Essentially nonmagnetic, most responses < 5 nT; gravity response less than host metasediments; over outcrops K is higher, Th and U similar to nearby alluvium. Age and lithology updated from GSV data (HG, Dec 2005)|Leucocratic garnet-muscovite granite: medium to coarse grained |igneous felsic intrusive|||Y|S-type
Jellung Ignimbrite|22023|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Little River Subgroup|22204|||Lochkovian||||Lochkovian|400|8|||250||No|43206||Orth K.|06/MAY/91|||Murrindal area.|Feldspathic ignimbrite with purple matrix, weathering to pink, grey and yellow, containging phenocrysts, lithic clasts and pumice fragments.||||N|
Jemba Ignimbrite|37869|Jemba volcanics|38454|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Mount Burrowa Volcanic Group|37868|||Middle Devonian||||Early Devonian|||||650||No|24145|||||||Subaerial rhyolitic to rhyodacitic ignimbrite|igneous felsic volcanic|||N|
Jemmys Point Formation|8906|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Hapuku Subgroup|38326|||Pliocene||||Pliocene|||||||No|34519|||||||Consists of marls and marly limestone overlain by shoreline beach sands, marls and claystone.||||N|
Jerilderie Formation|8926|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Middle Triassic||||Middle Triassic|||||220|NSW|Yes|35498|35498|Bembrick, C.S., Robertson Research (Australia) Pty Ltd|27/APR/07|Hawke, J.|20/FEB/79||Conglomerate, sandstone, mudstone||||N|
Jim and Jack Tonalite|34917|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|||||Early Devonian||||Early Devonian|||||||No|22968||||||Geological Survey of Victoria map code: G548. Age and lithology updated from GSV data (HG, Dec 2005).|Biotite tonalite: coarse grained, grey I-type with rare round mafic igneous enclaves, fine grained grey muscovite-bearing S-type (article: 23029); non- and intensely magnetic phases; no distinctive radiometric response (article: 23030).|igneous felsic intrusive|||Y|
Jindera Granite|8980|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||Jindera Suite|31594|Silurian||||Silurian|||||||No|44340|||||||I-type, felsic, fractionated granite|igneous felsic intrusive|||Y|
Jindera Suite|31594|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||||Late Silurian||||Silurian|||||||No|42726|||||||Granite|igneous felsic intrusive|||Y|
Jingellic Tonalite|37749|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||||Middle Ordovician||||Middle Ordovician|460|4|isotopic, K/Ar||||No|23309||||||Age: 460+/-4Ma (K/Ar Hornblende). Age and lithology updated from GSV data (HG, Dec 2005)|Hornblende tonalite: medium to dark grey, medium grained; foliated; S-type; nonmagnetic; occurs as small pods within Corryong Granite |igneous felsic intrusive|||Y|
Jirnkee Granite|69424|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Early Devonian||||Silurian|||||||No|61169||VandenBerg, F. for GSV|01/JUL/05|VandenBerg, F.|01/JUL/05|Geological Survey of Victoria map code: G461. Age and lithology updated from GSV data (HG, Dec 2005)|Muscovite leucogranite: coarse-grained; pale grey; homogeneous; consists of perthitic microcline, quartz, plagioclase, muscovite. S Type. |igneous felsic intrusive|||Y|
Johanna River Sand|9003|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Middle Eocene|46.5|||Early Paleocene|65.5||||40||No|31245||||||Aire district. Equivalent to Dilwyn Formation in Otway Basin.|Sand||||N|
Johnson Hill Sandstone|9010|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned|||||Emsian||||Emsian|||||||No|43547|||||||Sandstone||||N|
Johnson Mudstone|30558|Johnson member|9011|||Yes|Formation, beds|Formal|Other new published name|Fully described|Timbarra Subgroup|30554|||Ludlow|395|||Ludlow|410||||500||No|43206||||||Murrindal area.|Mudstone||||N|
Jolimont Clay|9014|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|Yarra Delta Group|29186|||Middle Pleistocene||||Middle Pleistocene|||||||No|29982|||||||Clay||||N|
Jordan River Group|9028|Jordan River Beds|9027|||Yes|Group, Suite|Formal|Variation of published name|Defined|Murrindindi Supergroup|35522|||Early Devonian||||Early Silurian|||||2500|VIC|No|33604|33601|||||Junior synonym for this group was Bonnie Doon Formation of Phillips (1973) (per email Fons VandenBerg 22/9/08). PP.|Undifferentiated marine turbiditic sandstone, mudstone.|sedimentary siliciclastic|||N|
Junction Plain Tonalite|69417|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Rileys Creek Suite|34904|Early Devonian||||Silurian|||||||No|61169||VandenBerg, F. for GSV|01/JUL/05|VandenBerg, F.|01/JUL/05|Geological Survey of Victoria map code: G464. Age and lithology updated from GSV data (HG, Dec 2005)|Hornblende-biotite tonalite: medium-grained, with magmatic foliation; contains quartz, plagioclase (some with calcic cores), biotite, hornblende. I-type intrusion.|igneous felsic intrusive|||Y|
Jungle Creek Granodiorite|23676|Jungle Creek Granite|9087|||Yes|Formation, beds|Formal|Resvd name published|Described|||Currowong Suite|5085|Early Silurian||||Early Silurian|||||||No|41850||VandenBerg, A.H.M.|08/FEB/89|||Currowong Suite. GSV Code: G51. See also the informal Jungle Creek Granite (stated to be part of the Jungle Creek Suite/Currowong Supersuite on Lachlan Fold Belt Granites map, 1991). Age and lithology updated from GSV data (HG, Dec 2005)|I-type, biotite granodiorite|igneous felsic intrusive|||Y|
Jungle Creek Suite|31498|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||Currowong Supersuite|5087|Early Devonian||||Early Devonian|||||||No|42726|||||||Granite|igneous felsic intrusive|||Y|
Kadnook Creek Granodiorite|41185|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Late Cambrian||||Late Cambrian|||||||No|50160|50154|||||Age and lithology updated from GSV data (HG, Dec 2005)|Biotite-muscovite granodiorite: massive, medium grained; accessory magnetite; strongly weathered; magnetic|igneous felsic intrusive|||Y|
Kaerwut Tonalite|37564|Kaerwut Trondhjemite|37751|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Wenlock||||Silurian|||||||No|23309||||||Reserved as Kaerwut. Supersedes Kaermut Trondhjemite, named by VandenBerg (1996) but in IUGS classification system this rock is a tonalite. Age and lithology updated from GSV data (HG, Dec 2005)|Biotite tonalite: medium-grained equigranular with porphyritic marginal phase; I-type intrusive\n |igneous felsic intrusive|||Y|I-type
Kalimnan beds|9126|||||Yes|Formation, beds|Informal|Unknown or process pending|Mentioned||||||||||||||||No|32686|||||||||||N|
Kalingur Tonalite|37565|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Cambrian||||Cambrian|504|8|isotopic, U/Pb||||No|23309||||||Age: 504+/-8Ma (U/Pb zircon).  New name for tonalite intersected in units 11 drillhole (Maheret et al, 1997). Named after the Kalingur State Forest. Age updated from GSV data (HG, Dec 2005)|I-type. Tonalite|igneous felsic intrusive|||Y|
Kalkallo Formation|9144|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|33020||||||See also Kalkallo arenite.|||||N|
Kalorama Rhyodacite|27441|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|Dandenong Ranges Igneous Complex|37539|||Late Devonian||||Late Devonian|||||300||No|33598|||||||Rhyodacite, porphyritic.||||N|
Kalymna Falls Sandstone|30434|||||Yes|Formation, beds|Formal|Resvd name published|Described|Red Man Bluff Subgroup|30429|||Silurian||||Ordovician|||||450||No|44929||Cayley R., Taylor D.|28/AUG/96|||To be used on Grampians special map.|Quartz sandstone, reddish-yellow, quartzose to quartzo-feldspathic, fine- to medium-grained sandstone with occasional pebbly lag horizons of sub-rounded vein quartz.|sedimentary siliciclastic|||N|
Kameruka Suite|9185|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||Kameruka Supersuite|9187|Early Devonian||||Late Silurian|||||||No|42827|||||||Granite, Granodiorite|igneous felsic intrusive|||Y|
Kameruka Supersuite|9187|||||Yes|Supergroup|Formal|Variation of published name|Briefly described|||||Early Devonian||||Late Silurian|||||||No|42827|||||||Granite, Granodiorite|igneous felsic intrusive|||Y|
Kangaroo Gully Volcanic Breccia|9214|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Jurassic||||Jurassic|||||||No|42683|||||||Volcanic Breccia|igneous volcanic|||N|
Kangdegaar Granodiorite|69772|||||Yes|Formation, beds|Formal|Variation of published name|Described|||||Early Devonian|396|4|isotopic, U/Pb-Pb/Pb ion probe|Early Devonian|||||||No|61369||||||Part of the oxidised I-type Tarnagulla pluton (White and Chappell 1988).  Age: 391+/-5My (K-Ar: Richards and Singleton 1981). Included in the Tarnagulla Granodiorite by National Geological maps project 2005.|Medium- to coarse-grained, non-foliated granodiorite. Contains miarolitic cavities.|igneous felsic intrusive|||Y|
Kangerong Formation|9229|Kangerong Sandstone|9230|||Yes|Formation, beds|Formal|Unknown or process pending|Described|Castlemaine Group|36202|||Early Ordovician||||Early Ordovician|||||||No|31508|||||||Sandstone, shale|sedimentary siliciclastic|||N|
Kanmantoo Group|28634|Kanmantoo group|9242|||Yes|Group, Suite|Formal|Variation of published name|Fully described|Moralana Supergroup|26314|||Early Cambrian|526|||Early Cambrian|532||||9000||No|65624||||||In the Adelaide Fold Belt., Kanmantoo Trough.  Age: ca.532-526Ma. Part of the Moralana Supergroup in South Australia.|Marine metasandstone, phyllite, schist, gneiss, minor calcsilicate and marble. Sandstone; siltstone, occasionally sulphidic; metamorphosed.|metasedimentary siliciclastic|metasedimentary carbonate||N|
Kanni Ignimbrite|37566|||||Yes|Formation, beds|Formal|Variation of reserved name|Fully described|Ninnie Subgroup|36861|||Early Devonian||||Early Devonian|||||200||No|23309||||||Reserved as Kanni.  See also informal Canni nomenclature.|Feldspar ingimbrite, low quartz content; lithic fragments.|igneous felsic volcanic|||N|
Kanowna Island Granite|9246|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Middle Devonian||||Middle Devonian|||||||No|42726||||||Briefly described. Age updated from GSV data (HG, Dec 2005). |S-type granite|igneous felsic intrusive|||Y|
Kanuka Granodiorite|27046|Kanuka Granite|26653|||Yes|Formation, beds|Formal|Resvd name published|Described|||Kuark Metamorphic Complex Supersuite|34704|Late Devonian|388|8||Middle Devonian|388|8|||||No|41572||VandenBerg A.H.M., Orth K.|22/MAR/89|||Mention in Ref. 89/26492 Fig.1.10 also as Kanuka Granite GSV Code: G36. Not of the Kuark Metamorphic Complex, age probably reset by metamorphism, not  emplacement age (HG, O.Raymond, 11/11/04). Age and lithology updated from GSV data (HG, Dec 2005) |Grey, fine to medium grained, biotite granodiorite; foliated with compositional banding; dyke like body; highly magnetic, decreasing towards the periphery|igneous felsic intrusive|||Y|
Kapuni Group|9265|||||Yes|Group, Suite|Formal|Unknown or process pending|Mentioned||||||||||||||||No|40715|||||||||||N|
Karoonda Park Volcanic Group|75956|Older Volcanics|14540|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Eocene|||isotopic, K/Ar|Eocene|||||||No|68115||Morand, V.J. (GSV)|19/MAY/11|||This group consists of former Older Volcanic Group basalt flows on the Wulgulmerang Plateau and outliers to the east. These rocks were included in the Gelantipy Subprovince of Price et al. (2003). Several K-Ar dates give an Eocene age for this group (Wellman, 1974; Henley & Webb, 1990).|Olivine tholeiitic basalt and quartz tholeiitic basalt containing olivine phenocrysts.|igneous mafic volcanic|||N|
Karoonda Surface|9299|Karoonda Pedoderm|9297|||Yes|Formation, beds|Informal|Variation of published name|Briefly described|||||Late Pliocene||||Late Pliocene|||||||No|23818||||||Extensive buried ferruginous 'surface' overlain by Blanchetown Clay. Weathering profile developed on the Loxton-Parilla sands, Murray Basin. See also the informal  "Karoonda surface" and "Karoonda Regolith".|Highly lithified, variably ferruginous sand and other siliceous facies. Minor bands opaline silica. Ferruginous pisoliths in places.|regolith|||N|
Kassingbrook Granodiorite|37258|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Middle Cambrian||||Middle Cambrian|||||||No|24012|50154|||||Age and lithology updated from GSV data (HG, Dec 2005)|Light grey-buff, muscovite-biotite granodiorite: massive, medium to coarse grained, porphyritic with microcline phenocrysts; common mafic biotite-rich microgranitoid enclaves; local migmatite enclaves and schlieric layering; non-magnetic.|igneous felsic intrusive|||Y|S-type
Katandra Member|9306|||||Yes|Member, phase|Formal|Other new published name|Defined|Shepparton Formation|25474|||Pleistocene||||Pleistocene||||||VIC|No|29898|42966||||||||||N|
Kate Shale|32297|||||Yes|Formation, beds|Formal|Resvd name published|Described|Halibut Subgroup|32294|||Danian||||Maastrichtian|||||||No|12796||Partridge A.D.|02/FEB/98|||Age: Straddles Cretaceous/Tertiary boundary as identified on palynology in SE Australia. Within the Emperor Subgroup (Latrobe Group).|Dark grey mudstones with minor intercalated glauconitic and quartz-bearing sandstones.|sedimentary siliciclastic|||N|
Katnook Sandstone|9330|||||Yes|Formation, beds|Formal|Other new published name|Defined|Crayfish Subgroup|4874|||Barremian|125|||Barremian|133||||690|SA|No|42361|42361|||||Otway Supergroup (in SA)[CEBSEP96].  Part of the Crayfish Subgroup also.|Sandstone, minor shale.|sedimentary siliciclastic|||N|
Kawarren Formation|9346|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned|||||Neogene||||Cenozoic|||||||No|30580|||||||||||N|
Keelangie Creek Granodiorite|37752|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||||Wenlock|424|3|isotopic, K/Ar|Wenlock|||||||No|23309||||||Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G570|Nonmagnetic, pale grey, medium to coarse grained, I-type, hornblende granodiorite; equigranular|igneous felsic intrusive|||Y|
Kelfeera Granite|35172|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|22971||||||Wangaratta 1: 250 000 sheet area|Granite|igneous felsic intrusive|||Y|
Kelly Gap Granite|26657|Warby Range Granite|26984|||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Late Devonian||||Middle Devonian|||||||No|42726||||||Of the Warby Range Batholith. GSV Special Publication (2000) p346. Age and lithology updated from GSV data (HG, Dec 2005). GSV Code: G201|S/I-type granite with red-brown biotite|igneous felsic intrusive|||Y|
Kenny Creek Diorite|37753|Kenny Creek Granodiorite|29833|||Yes|Formation, beds|Formal|Variation of published name|Described|||||Early Devonian||||Late Silurian|||||||No|23309||||||GSV Code: G129. Age and lithology updated from GSV data (HG, Dec 2005).|Medium grained, hornblende diorite, leucocratic fine-grained granodiorite in southern portion; I-type.|igneous intermediate intrusive|||Y|I-type
Kent Road Granite|41932|Kent Road|29709|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Ocean View Suite|37587|Wenlock||||Wenlock|||||||No|43314|||||||Foliated, medium grained biotite, muscovite granodiorite; S-type|igneous felsic intrusive|||Y|
Keppel Creek Granodiorite|32460|Keppel Creek Granite|27445|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Late Devonian||||Late Devonian|||||||No|44187||||||Warburton 1:250 000 sheet area. Used on May 1997 map. Age and lithology updated from GSV data (HG, Dec 2005). GSv Code: G225|S-type granodiorite|igneous felsic intrusive|||Y|
Kerang Sand Member|9458|||||Yes|Member, phase|Formal|Other new published name|Defined|Loxton Sand|10825|||Early Pliocene||||Late Miocene|||||30|VIC|No|34757|42966|||||Of Macumber (1991) who divided the Parilla Sand into three sub-units: the Kerang Sand (which name he used interchangeably with Kerang Sand Member), Tragowel Member and Wandella Sandstone. Only differentiated in VIC. Parilla Sand itself is now Loxton Sand.|Medium to coarse-grained marine quartz sand.|sedimentary siliciclastic|||N|
