Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Joy Helen Granite|31961|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Chararoo Supersuite|31955|Paleoproterozoic||||Paleoproterozoic|||||||No|50425||Wyborn L.A.I.|25/NOV/97|||Gascoyne Province. Included in -Pg on Edmund & incl. in -Pgmv on Winning Pool-Minilya 1:250k map sheets.|||||Y|
Juan Complex|9039|||||Yes|Group, Suite|Formal|Unknown or process pending|Mentioned||||||||||||||||No|41094|||||||||||N|
Jubilee Member|9041|Jubilee Calcarenite|9040|||Yes|Member, phase|Formal|Variation of published name|Briefly described|Cardabia Calcarenite|3589|||Early Eocene||||Early Eocene|||||||No|40617||||||Formerly Jubilee Calcarenite?  See also Jubilee Calcarenite Member. Note Jubilee Calcarenite used in 2002, but as a member of Cardabia Formation.|||||N|
Juderina Formation|9050|Juderina Sandstone|24323|||Yes|Formation, beds|Formal|Other new published name|Redefined|Windplain Group|40890|||Rhyacian|2173|64|isotopic, Pb/Pb isochron age|Rhyacian|2258|180|isotopic, Pb/Pb isochron age||1000|WA|No|40297|43069|||||Previously defined as Juderina Sandstone. Formerly of Windplain Subgroup (Yerrida Group). Yerrida Group made obsolete and now of Windplain Group. Dating from Bubble Well Member. Relationship with overlying Johnson Cairn Shale was recorded as disconformable in 2004. Previously considered conformable and grandational.|Quartz sandstone (in places cross bedded and rippled), minor siltstone, laminated siltstone, shale and chert, chert breccia and conglomerate. Conglomerate usually matrix-supported with vein quartz clasts, and intraformational sandstone clasts.|sedimentary siliciclastic|argillaceous detrital sediment||N|
Judy Member|23674|||||Yes|Member, phase|Formal|Resvd name published|Described|Athol Formation|735||||||||||||||No|42615||Hocking R.M.|18/JAN/93|||Described in GSWA Record 1992/7, 93/27545|||||N|
Juglah Monzogranite|22039|||||Yes|Formation, beds|Formal|Resvd name published|Mentioned||||||||||||||||No|43075||Ahmat A.|12/AUG/92|||for GSWA publication.|monzogranite||||Y|
Jugurra Sandstone|9054|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|35711|||||||Sandstone||||N|
Julie Formation|9070|Julie Member|27807|||Yes|Formation, beds|Formal|Other new published name|Defined|||||Ediacaran||||Ediacaran|||||600|NT|Yes|46865||Preiss W.V., Walter M.R., Coats R.P., Wells A.T.|28/JUN/06|Wells, A.T.|01/OCT/77||Dolomite, limestone, sandstone, minor siltstone.|sedimentary carbonate|sedimentary siliciclastic||N|
Junction Dolerite|9075|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Archean||||Archean|2762|32|||500||No|41368|||||||Dolerite||||Y|
Junda Microgranite|22047|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Sophie Downs Suite|41468|Orosirian|1910|||Orosirian|1913|5|isotopic, U/Pb-Pb/Pb ion probe||||No|44231||Griffin T.J. & Tyler I.M.|14/DEC/92|||East Kimberley Region. Kimberley Province. Ages: c.1910Ma and 1913+/-5Ma.  In the Lamboo Complex (eastern zone).|Partly recrystallised fine grained leucocratic monzogranite|igneous felsic intrusive|||Y|
Jundee Basalt|35677|Jundee Dolerite|35676|||Yes|Formation, beds|Formal|Variation of published name|Briefly described||||||||||||||||No|23149|||||||Basalt||||N|
Jundee Mafic-Ultramafic sequence|72588|||||Yes|Group, Suite|Informal|Other new published name|Briefly described||||||||||||||||No|||||||Informal name for Eastern Goldfields Province data (HG 09/2006)|||||N|
Jundelaya Hill Granodiorite|31957|Jundelaya Hill granodiorite|30621|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Moorarie Supersuite|33440|Paleoproterozoic||||Paleoproterozoic|||||||No|50425||Wyborn L.A.I., Bastrakova I.|25/NOV/97|||Used in Proterozoic granites project. Gascoyne Province. Shown as -Pgp & -Pg on Yanrey-Ningaloo 1:250k map sheet.  Parent Boolaloo Supersuite discontinued by GSWA; now part of Moorarie Supersuite (S.Sheppard, pers. comm., 2008)|Granitic rocks, adamellite|igneous felsic intrusive|||Y|
June Hill Volcanics|9079|||||Yes|Formation, beds|Formal|Other new published name|Described|Wyloo Group|20715|||Statherian|1799|8|isotopic, U/Pb-Pb/Pb ion probe|Orosirian|1799|8|isotopic, U/Pb-Pb/Pb ion probe||||No|44477||||||Initial isotopic age (1843 +/- 2 Ma) reanalysed and reinterpreted to 1799 +/- 8 Ma (Evans et al, 2003). Overlain by Ashburton Formation in Duck Creek Syncline, but  Ashburton Formation appears to be diachronus and is believed to be older than the volcanics in other areas.|Predominantly intermediate and mafic lava, pillow breccia, fine to coarse pyroclastics and minor dolomite, sandstone and mudstone.|igneous intermediate volcanic|igneous mafic volcanic||N|
June Hill-Mount Boggola Supersequence|34387|||||Yes|Supergroup|Sequence stratigraphy|Other new published name|Briefly described|||||Orosirian||||Orosirian|||||||No|22682||||||1862-1815 Ma.|||||N|
Jungar Suite|74834|||||Yes|Group, Suite|Formal|Resvd name published|Briefly described|||||Neoarchean|2640|||Neoarchean|2665||||||No|64891||Van Kranendonk, M. (GSWA)|17/SEP/08|||Geological province: Murchison Domain. NOT part of Austin Downs Supersuite, as wrongly shown in GSWA Annual Review 2007-08 (Van Kranendonk pers. comm. 14-APR-2011)|Foliated to strongly sheared K-feldspar-porphyritic monzogranites. Granites and metamorphic equivalents; high grade metamorphics, syenogranites and pegmatites.|meta-igneous felsic intrusive|||Y|
Jungle Monzogranite|33666|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Archean||||Archean|||||||No|44203||||||Edjudina 1:250 000 sheet area.|Biotite monzogranite; High-HFSE Granite.|igneous felsic intrusive|||Y|
Jupiter Syenite|77090|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Neoarchean||||Neoarchean|2665||inferred||||No|64633||||||Forms a radial distribution of dykes into pillow basalt. Hosts the Jupiter gold deposit.|||||Y|
Jurabi Member|9090|||||Yes|Member, phase|Formal|Unknown or process pending|Defined|||||Pleistocene||||Pleistocene||||||WA|No|33593|33593||||||||||N|
Jurassic sedimentary rocks 76561|76561|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Jurassic|141|||Early Jurassic|205||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Jurassic to Cretaceous sedimentary rocks 76560|76560|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Early Cretaceous|97|||Middle Jurassic|175||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly sedimentary rocks; includes sedimentary rocks of low metamorphic grade and diapiric breccias|sedimentary|||N|
Jurgurra Sandstone Member|9093|Jurgurra Sandstone|25966|||Yes|Member, phase|Formal|Unknown or process pending|Briefly described|Wallal Sandstone|27250|||Late Jurassic||||Early Jurassic|||||20||No|36634|||||||Sandstone||||N|
Juries Bore Granite|31887|Juries Bore Gabbro|31060|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Paleoproterozoic||||Paleoproterozoic|||||||No|43854||||||McIntosh 1:100 000 map sheet, East Kimberley. In the Western Zone of the Lamboo Complex.|Fine- to medium-grained, biotite-cordierite-sillimanite granodiorite and monzogranite with abundant migmatitic metasedimentary inclusions|igneous felsic intrusive|||Y|
Kaarnka Group|76743|||||Yes|Group, Suite|Formal|Resvd name published|Briefly described||||||||||||||||No|69009||Howard, H.M. (GSWA)|17/JAN/12|||Talbot 1:250k sheet SG52-09. To be published: Werner, M, Howard, HM, Smithies, RH, Aitken, ARA and Medlin C 2012, Mount Eveline, WA Sheet 4345: Geological Survey of Western Australia, 1:100 000 Geological Series.|Rhyolitic and trachytic lavas, subvolcanic sills, and pyroclastic rocks, locally interlayered with volcanic sandstones and siltstones and minor basalt.|igneous felsic volcanic|igneous intermediate volcanic||N|
Kadgewarrina Monzogranite|35233|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Split Rock Supersuite|68672|Archean|2830|||Archean|2940||||||No|24110||Smithies H., Champion D.|22/FEB/00|||Wallaringa and Wodgina 1:100 000 sheets.|Muscovite-biotite(-garnet) monzogranite; equigranular to weakly porphyritic; massive to layered.|igneous felsic intrusive|||Y|
Kai Ki Beds|9103|Halls Creek Metamorphics|7991|||Yes|Formation, beds|Informal|Unknown or process pending|Described|Kuniandi Group|25981|||Neoproterozoic||||Neoproterozoic|||||230||No|35120||||||Should be Kai Ki beds if in current use [alucas Jul95].  Tentatively part of the Kuniandi Group - see Halls Creek Orogen map (2000) and GSWA 500K Solid Geology GIS (2008) - Ian Tyler, pers.comm., 2008.|Quartz arenite, siltstone, stromatolitic chert, conglomerate|sedimentary siliciclastic|argillaceous detrital sediment||N|
Kakalyalya Formation|76869|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Kaarnka Group|76743|Mesoproterozoic|1047|||Mesoproterozoic|1068||||||No|69009||Howard, H. (GSWA)|10/APR/12|||To be published: Werner, M, Howard, HM and Smithies, RH 2012, Mount Eveline, WA Sheet 4345: Geological Survey of Western Australia, 1:100 000 Geological Series.|Quartz-feldspar-porphyritic rhyolite; subvolcanic intrusions; rounded and embayed quartz phenocrysts and subhedral and embayed alkali feldspar phenocrysts, both up to 7 mm, in a very fine grained felsitic groundmass.||||N|
Kakara Well granite|72600|||||Yes|Formation, beds|Informal|Other new published name|Not recorded||||||||||||||||No|||||||Informal name for Eastern Goldfields Province data (HG 09/2006).|||||Y|
Kalgoorlie Group|26647|||||Yes|Group, Suite|Formal|Variation of published name|Described|||||Neoarchean|2690|5||Neoarchean|2726|30|||||No|41368|||||||||||N|
Kaliranu Member|37153|Kaliranu beds|37152|||Yes|Member, phase|Formal|Variation of published name|Described|Wilki Formation|37330|||Cryogenian||||Cryogenian||||200|250||No|23758||||||Briefly described|Shale, siltstone, sandstone, dolomite.|sedimentary siliciclastic|sedimentary carbonate||N|
Kalkan Supersuite|31780|||||Yes|Supergroup|Formal|Resvd name published|Briefly described|||||Paleoproterozoic|1780|||Paleoproterozoic|1780||||||No|50436||Smithies R.H., Wyborn L.A.I.|30/SEP/97|||Rudall 1:100k sheet area, 3552 . For the 1700Ma orthogneiss etc|||||Y|
Kalkarindji Suite|75724|Kalkarindji Volcanic Group|69564|||Yes|Group, Suite|Reserved|Variation of published name|Redefined|||||Early Cambrian|505|3|isotopic, Ar/Ar|Early Cambrian|513|12|isotopic, U/Pb-Pb/Pb ion probe|60|1100|NT|Yes|||Glass, L.M., Munson, T.J.|06/AUG/10|Munson, T., Glass, L., Beyer E.|15/OCT/09|This will include, in part, units formerly included in the Kalkarindji Volcanic Group.|Tholeiitic basalt, dolerite and andesite: partly vesicular or amygdaloidal; minor trachyte, microdolerite, basaltic flow breccia, peperite, pyroclastic deposits, quartz sandstone, siltstone, sedimentary breccia, limestone, chert.|igneous mafic volcanic||intracratonic|Y|
Kalmanyi Member|32534|||||Yes|Member, phase|Formal|Resvd name published|Briefly described|Napier Formation|27212|||Famennian||||Frasnian|||||||No|24371||Playford P.|15/JUN/98||||Well-bedded to massive reefal-slope and fore-reef limestone; locally dolomitized, steeply dipping, with allochthonous blocks and debris flows in some horizons.|sedimentary carbonate|||N|
Kalpini Dyke|78640|||||Yes|Formation, beds|Informal|Variation of published name|Described|||Widgiemooltha Dyke Suite|19990||||||||||||No|69152||||||structural term|dolerite and gabbro; includes cumulate and granophyric differentiates|igneous mafic intrusive|||Y|
Kalpini Formation|9152|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Archean||||Archean||||||WA|No|33847|33847||||||||||N|
Kaluweerie Conglomerate|28631|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||||Paleoproterozoic||||Paleoproterozoic|||||||No|29378|||||||A lower polymictic conglomerate with clasts including local granite, gneiss, basalt, BIF, and a matrix with little or no clay or silt. An upper fine- to coarse-grained lithic sandstone with clasts similar to those in conglomerate|sedimentary siliciclastic|argillaceous detrital sediment||N|
Kambalda Komatiite|9165|Kambalda komatiite|28632|||Yes|Formation, beds|Formal|Variation of published name|Described|Kalgoorlie Group|26647|||Archean|2706|36|isotopic, Re/Os|Archean|2709|4||100|1500||No|41368||||||2706+/-36 Ma (Foster et al., 1996). See also Hannans Lake Serpentinite.|Ultramafic flows and cumulates.||||N|
Kambalda Supersequence|34368|||||Yes|Supergroup|Sequence stratigraphy|Other new published name|Briefly described|||||Archean||||Archean|||||||No|22682|||||||||||N|
Kamilili Formation|23680|||||Yes|Formation, beds|Formal|Other new published name|Defined|Ningbing Group|14166|||Famennian||||Famennian||||||WA|No|40993|40993|P.E.Playford|04/MAY/83||||||||N|
Kangaroo Caves Formation|32223|Sulphur Springs Formation|32072|||Yes|Formation, beds|Formal|Resvd name published|Described|Sulphur Springs Group|32237|||Paleoarchean|3235|||Paleoarchean|3252||||1700||No|22441||Van Kranendonk M.J.|06/APR/98|||North Shaw 1:100 000 sheet area 2755. Within the Pilbara Supergroup. The redefined banded-iron formation portion of Pincunah Hill Fm. is now assigned to this unit as the Pincunah Member (Van Kranendonk/GSWA Mar06).|Differentiated volcanic-volcaniclastic pile of mainly tholeiitic magmatic affinity varying from basalt to rhyolite, with comagmatic granite; includes chert, local polymictic mega breccia and iron-formation and calc-alkaline rhyodacite.|igneous volcanic|||N|
Kangaroo Caves Formation - part only|74416|||||Yes|Member, phase|Informal|Variation of published name|Briefly described|Kangaroo Caves Formation|32223|||Paleoarchean||||Paleoarchean|||||||No||||||||Chert, volcaniclastic sandstone, shale|sedimentary non-carbonate chemical or biochemical|igneous volcanic||N|
Kangiangi Clay|23682|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Pleistocene||||Early Miocene|||||46||No|38776||J.C.Barnett|01/DEC/80||||Alluvial silt and Clay, indurated.||||N|
Kanowna Belle Porphyry|35672|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Archean||||Archean|2655||||80||No|23142|||||||Quartz-feldspar porphyry||||U|
Kanpa Formation|9250|Kanpa beds""|40109|||Yes|Formation, beds|Formal|Other new published name|Fully described|Buldya Group|33826|||Cryogenian|725|11|isotopic, U/Pb|Cryogenian|779|6|isotopic, U/Pb||516||No|41751||||||Contains Keene Basalt within drill core Lancer 1.|Dolomite, mudstone, shale, siltstone and sandstone, some evaporites and chert. Contains halite beds; stromatolitic dolostone.|sedimentary carbonate|sedimentary siliciclastic||N|
Kantie Murdana Volcanics Member|77080|Kantie Murdanna Volcanics|27946|||Yes|Member, phase|Formal|Variation of reserved name|Briefly described|Yaloginda Formation|74803|||Mesoarchean||||Mesoarchean|2813|3|||||No|68287||Ivanic, T. (GSWA)|20/JUN/12|||To be used on the upcoming CHALLA and WINDIMURRA 1:100 000 maps due for publication in 2012. Spelling corrected back to original spelling of  'Murdana'.|Rhyolite, dacite, felsic tuff; meta banded chert, meta banded iron-formation.|igneous felsic volcanic|sedimentary non-carbonate chemical or biochemical||N|
Kapai Slate|9256|Kapai slate|9257|||Yes|Formation, beds|Formal|Other new published name|Described|Kalgoorlie Group|26647|||Neoarchean||||Neoarchean|2692|4|isotopic, U/Pb-Pb/Pb ion probe||25||Yes|68217||||||Age: 2692+/-4 Ma (Claoue-Long et al., 1988).|Extensive chert and siliceous slate which are distinct marker beds - locally associated with BIF in Kambalda domain.  In the Norseman greenstones they form an association with metagreywackes, BIF, and felsic pyroclastic rocks.|metasedimentary siliciclastic|sedimentary non-carbonate chemical or biochemical||N|
Kapi-Parra suite|77229|||||Yes|Group, Suite|Informal|Other new published name|Mentioned|||Pitjantjatjara Supersuite|39078|Mesoproterozoic||||Mesoproterozoic|||||||No|67375|||||||A-type. Within-plate, Yb-enriched granite.||||Y|
Karalundi Formation|24332|||||Yes|Formation, beds|Formal|Resvd name published|Redefined|Bryah Group|29869|||Paleoproterozoic|1800|||Paleoproterozoic|2000||||2500|WA|Yes|35975|65419|R.D.Gee|13/NOV/78|WA SNSC|14/SEP/79|Became part of Bryah Group in new Glengarry Basin stratigraphy of Pirajno & Occhipinti (1997). Previously of Glengarry Group.|Metamorphosed and locally ferruginous shale and sandstone with metaconglomerate bands and lenses, and chert and siliciclastic metasediments|sedimentary siliciclastic|argillaceous detrital sediment||N|
Karara Formation|9275|Karara Beds|9274|||Yes|Formation, beds|Formal|Variation of published name|Defined|Tarcunyah Group|31872|||Cryogenian|800|||Tonian||||||WA|No|35387|35902||||||Medium to coarse arkosic sandstone, micaceous fine to medium grained quartz sandstone, minor quartz feldspar wacke, shale, siltstone and conglomerate|sedimentary siliciclastic|||N|
Karbar Monzogranite|74832|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Tuckanarra Suite|74831|Archean||||Archean|||||||No|64891||Van Kranendonk, M. (GSWA)|17/SEP/08|||Geological province: Murchison Domain.  Age: ?2670Ma.|Metamonzogranite.||||Y|
Kardinya Shale Member|22066|||||Yes|Member, phase|Formal|Resvd name published|Defined|Osborne Formation|14663|||Cretaceous||||Cretaceous|||||||No|14227||Davidson A.|28/FEB/94|||For use in Cretaceous of Perth Basin. See informal Kardinya Shale.|Shale|sedimentary|||N|
Karlathundra Conglomerate Member|9287|Karlathundra Conglomerate member|9288|||Yes|Member, phase|Formal|Unknown or process pending|Described|Mount McGrath Formation|12923|||Paleoproterozoic||||Paleoproterozoic|||||400||No|36882|||||||Conglomerate||||N|
Karonie granodiorite|9294|||||Yes|Formation, beds|Informal|Unknown or process pending|Mentioned||||||||||||||||No|37373|||||||Granodiorite||||Y|
Karrakatta Soil|9301|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|40367|||||||||||N|
Karramindie Monzogranite|9303|||||Yes|Formation, beds|Formal|Other new published name|Described|||||Archean|2550|25|isotopic, Rb/Sr|Archean|2705|30|isotopic, Pb/Pb||||No|42698|||||||Recrystallised fine- to medium-grained biotite monzogranite; unfoliated. High Ca granite.|meta-igneous felsic intrusive|||Y|
Karratha Granodiorite|31690|||||Yes|Formation, beds|Formal|Other new published name|Described|||Cleland Supersuite|68665|Archean|3250|||Archean|3270||||||No|43822||||||Age approx. 3260 Ma. Together with the Roebourne Group units (in West Pilbara granite-Greenstone Terrane) is interpreted to be a rifted segment of Sulphur Springs Group/Cleland Supersuite of the East Pilbara Granite-Greenstone Terrane. See also Karratha Granitoid Complex.|Granodiorite and tonalite; foliated with local compositional banding; metamorphosed.|igneous felsic intrusive|||Y|
Karri Karri Member|33195|||||Yes|Member, phase|Formal|Resvd name published|Defined|Chiall Formation|33196|||Paleoproterozoic||||Paleoproterozoic|||||1000||No|23589|50188|Hocking R.|09/NOV/98|||Within the Miningarra Subgroup. Formerly part of the underlying Windidda Fm.|Shale, generally finely laminated; siltstone, and minor sandstone; deformed and metamorphosed in the Stanley Fold Belt; ferruginous.|argillaceous detrital sediment|sedimentary siliciclastic||N|
Karukali Quartzite|35316|Karukaki Quartzite|33812|||Yes|Formation, beds|Formal|Variation of reserved name|Defined|Tjauwata Group|36772|||Stenian||||Stenian|||||10|NT|Yes|50321||Edgoose C., Close D.|23/NOV/99|Kruse, P.D.|21/JAN/02|Reserved as Karukaki (Edgoose and Close 1992) - spelling now corrected. Previously described as the basal unit of the Mount Harris Basalt (Forman 1966). Type Section:  24o49' 58.95S, 129o36' 45.31E (WGS84). Overlies Musgrave basement granite.|White crystalline quartz sandstone; rounded quartz pebble conglomerate beds; local heavy mineral layers of hematite and magnetite|sedimentary siliciclastic|||N|
Katanga Conglomerate|9308|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|||||Proterozoic||||Proterozoic|||||||No|44477|||||||Conglomerate||||N|
Kathleen Ignimbrite|9315|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|Pussy Cat Group|15689|||Mesoproterozoic||||Mesoproterozoic|||||||No|30944||||||Musgrave Block.|Ignimbrite and rhyolite|igneous felsic volcanic|||N|
Kathleen Valley Gabbro|9317|Kathleen Valley Gabbro and Granophyre|9316|||Yes|Formation, beds|Formal|Variation of published name|Fully described|||||Neoarchean||||Neoarchean|2736|3|isotopic, U/Pb-Pb/Pb ion probe||||No|35113||||||Sir Samuel 1:100k sheet area 3042.|Undivided gabbro; anorthositic gabbro and anorthosite; quartz gabbro and tonalite and pyroxene-rich gabbro - all metamorphosed.|igneous mafic intrusive|meta-igneous mafic intrusive||Y|
Kathwai Member|9324|||||Yes|Member, phase|Formal|Unknown or process pending|Mentioned|||||Triassic||||Triassic|||||||No|32164|||||||||||N|
Kauring Laterite|9343|||||Yes|Formation, beds|Formal|Other new published name|Mentioned||||||||||||||||No|42280|||||||Laterite||||N|
Kavir Granodiorite|33450|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Cleland Supersuite|68665|Paleoarchean|3235|||Paleoarchean|3240||||||No|23416||VanKranendonk M.|19/JAN/99|||North Shaw 1: 100 000 sheet area, east Pilbara.  Age: c.3240Ma.|Granodiorite and minor pegmatitic granite, massive to foliated; metamorphosed|igneous felsic intrusive|||Y|
Kazput Formation|22076|||||Yes|Formation, beds|Formal|Resvd name published|Fully described|Turee Creek Group|18702|||Siderian||||Siderian|||||110||No|43262||Thorne A.M.|08/NOV/94|||Rocklea 1:100k, Pilbara|Pelite, metasandstone, metaconglomerate, metadolerite, and banded iron-formation.||||N|
Keene Basalt|40192|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Buldya Group|33826|||Cryogenian||||Cryogenian|750||||50||No|61716|65363|Mory, A.|11/FEB/04|||Named after Lake Keene.  Map sheet SG 51-7 (Wiluna area). Published in AJES 52(4-5) by Macdonald et al (2005).  Not yet known if published by originator.|Altered amygdaloidal flow basalt.|igneous mafic volcanic|||N|
Keep Inlet Formation|9368|Keep Inlet Beds|9366|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Kulshill Group|9896|||Artinskian||||Sakmarian|295||||480||No|41839||||||See also Kulshill Formation. Age based on Kulshill Group age (RefID 64630, 2008).|Deltaic sandstone, pebbly sandstone, mudstone, conglomerate and minor coal.|sedimentary siliciclastic|||N|
Keep It Dark Monzogranite|33451|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Sisters Supersuite|68741|Archean|2936|5||Archean|2940||||||No|23416||VanKranendonk M.|19/JAN/99|||North Shaw 1: 100 000 sheet area, east Pilbara. Presented as probably misspelt Keep it Dark Monzogranite in RefID 69015.|Monzogranite; undeformed to foliated; medium-grained, equigranular to weakly porphyritic; weakly metamorphosed|igneous felsic intrusive|||Y|
Keith Kilkenny Greenstones|9384|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|30440|||||||Greenstones||||N|
Kelly Group|69691|Kelly Subgroup|39986|||Yes|Group, Suite|Formal|Variation of published name|Fully described|Pilbara Supergroup|15189|||Paleoarchean|3300|||Paleoarchean|3350||||7000||No|61253||||||Still included the subgroup components in 2006:  From base, Strelley Pool Chert followed by Euro Basalt, Wyman Formation and Charteris Basalt. Includes rocks with ages: c.3350Ma and 3325-3315Ma. 2008 revision excludes Strelley Pool Formation from this Group.|Felsic tuffaceous sandstone, quartz sandstone, siltstone, shale, chert, banded iron formation, schist, tuff, conglomerate, rhyolite, basalt, serpentinised peridotite; local dolerite sills; intrusive porphyry and microgranite; metamorphosed|sedimentary|igneous volcanic||N|
Kelly Group - amphibolite|74417|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|Kelly Group|69691|||Archean||||Archean|||||||No||||||||Amphibolite, mafic schist|meta-igneous mafic|||U|
Kelly Group - chert|74585|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|Kelly Group|69691|||Paleoarchean||||Paleoarchean|||||||No||||||||Chert|sedimentary non-carbonate chemical or biochemical|||N|
Kelly Group - leucogabbro and dolerite|74264|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|Kelly Group|69691|||Archean||||Archean|||||||No||||||||Leucogabbro and dolerite|igneous mafic intrusive|||Y|
Kelly Group - ultramafic rock|74418|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|Kelly Group|69691|||Archean||||Archean|||||||No||||||||Ultramafic rock|meta-igneous ultramafic|||U|
Kellys Knob Sandstone|9402|Kellys Knob Sandstone Member|9401|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Cockatoo Group|4273|||Frasnian||||Frasnian|||||300||No|40792||||||Previously Kellys Knob Sandstone Member. Overlies Ragged Range Conglomerate, unconformably overlies Whitewater Volcanics and Halls Creek Group.|Fine to medium grained quartz sandstone|quartz-rich arenite to rudite|||N|
Ken's Bore Granite|35485|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|23209||||||Should be Kens Bore Granite|Granite||||Y|
Kennedy Group|9434|Kennedy Sandstone""|9436|||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Roadian||||Kungurian|||||||No|44537|45016|||||See also Lexicon.|Sandstone, shale, siltstone, claystone.|sedimentary siliciclastic|||N|
Kennedys Cottage Limestone|74628|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Holocene||||Holocene|||||2||Yes|64449|64449|V. Semeniuk||Hocking, R.|29/JUL/08|Radiocarbon dating of shells within the Formation places it in the Holocene, viz., 5500 ± 160 yrs BP and 5590 +/- 240 yrs BP.PUBLICATION: Semeniuk, V., 2008, Journal of the Royal Society of Western Australia Volume 91 Part 1 (Supplement): 53-148.|A fine to medium to coarse sand-sized bioclastic, quartzose and sparsely oolitic calcarenite, with layers of shells...||||N|
Kennell Granodiorite|39505|Yandicoogina Suite|20816|||Yes|Formation, beds|Formal|Resvd name published|Defined|||Emu Pool Supersuite|68766|Paleoarchean|3312|||Paleoarchean|3315|2|isotopic, U/Pb-Pb/Pb ion probe|||WA|No|65726||Williams, I.|23/OCT/03|||Replaces the Yandicoogina Suite.|Weakly to moderately foliated, fine- to
coarse-grained, grey to dark-grey,biotite¿hornblende granodiorite, tonalite, and minor monzogranite; locally seriate to porphyritic; local common mafic, ultramafic, and metasedimentary xenoliths and mafic schlieren.|igneous felsic intrusive|||Y|
Keogh Formation|9450|||||Yes|Formation, beds|Formal|Other new published name|Defined|Wooramel Group|25651|||Artinskian||||Artinskian|||||73|WA|No|44532|45016|||||See also Lexicon.|Fine and medium quartz sandstone, lesser clayey siltstone, pebble conglomerate and black shale.|sedimentary siliciclastic|argillaceous detrital sediment||N|
Keraudren Formation|9462|Keraudren Beds|9461|||Yes|Formation, beds|Formal|Variation of published name|Described|||||Middle Triassic||||Middle Triassic|235||||||No|41438|||||||||||N|
Kerba Granite|30802|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Moorarie Supersuite|33440|Paleoproterozoic||||Paleoproterozoic|1808|6|isotopic, U/Pb-Pb/Pb ion probe||||No|44927||Occhipinti S.|17/JAN/97|||Robinson Range 1:250 000 sheet area.|Equigranular locally foliated biotite monzogranite|igneous felsic intrusive|||Y|
Kevins Dam Monzogranite|29876|Kevin Dam Monzogranite|29799|||Yes|Formation, beds|Formal|Resvd name published|Described|||Kevins Dam Suite|31898|Orosirian|1805|||Orosirian|1835||||||No|43863||Sheppard S.|16/OCT/95|||Lissadell & Dixon Range 1:250 000 sheet areas (east Kimberley region). Part of Lamboo Complex. Age updated by I.Sweet.|Medium-grained biotite monzogranite|igneous felsic intrusive|||Y|
