Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Munholme Quartz Diorite|38875|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Early Triassic||||Late Permian|||||||No|24488|||||||Grey medium-grained biotite-hornblende quartz diorite and tonalite, biotite-augite-hornblende diorite|igneous intermediate intrusive|||Y|
Muntalunga Range Granite|23852|||||Yes|Formation, beds|Formal|Unknown or process pending|Briefly described|||||Early Permian||||Early Permian|||||||No|40607||D.L.Trezise|14/JUN/83|||Townsville 1:100 000 sheet area|Leucogranite, microgranite|igneous felsic intrusive|||Y|
Muralug Ignimbrite|26066|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Torres Strait Volcanic Group|36369|||Permian||||Carboniferous|||||150|QLD|No|34582|34582||||||Crystal-rich rhyolitic ignimbrite; rhyolite; volcaniclastic rudite|igneous felsic volcanic|||N|
Murdering Creek Metamorphics|29598|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Late Devonian||||Late Devonian|||||||No|43588|22845|Donchak P.|17/AUG/95|||Correlates with Anderson Creek Phyllite (Qld) and Tallamy Schist.|Grey, flaggy, pelitic to siliceous, laminated to thinly-layered, fine-grained schist; rare metabasalt||||N|
Murphy Metamorphics|13528|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||||Orosirian|1900|||Orosirian|||||||No|44482||||||Desc on Tech File E/53-12 (1960). See BMR Record 1978/32, p11-15 for further description. Intruded by Nicholson Suite. Different from Murphy granite of WA. See Murphy Metamorphic complex.|Metasedimentary rocks: poorly sorted, immature, fine to coarse grained metasandstone; metasiltstone, shale, often ferruginous; quartz-mica schist; locally sheared and brecciated.|metasedimentary siliciclastic|||N|
Murronga Basalt|30205|Murronga basalt|13559|||Yes|Formation, beds|Formal|Other new published name|Described|McBride Basalt Group|29973|||Quaternary||||Pleistocene|||||||No|43113|||||||Olivine basalt (0.15 Ma)|igneous mafic volcanic|||N|
Murta Formation|13577|Murta Member|13579|||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Valanginian||||Berriasian||||60|85||No|37287|63979|||||Supersedes former Murta Member, originally a part of Mooga Formation (now obsolete) - unit elevated to formation status.  See RefID: 23155 for details of changes and locality and thickness of type section. Age - Neocomian. Passes lat.into upper Hooray Sst|Consists of interbedded and interlaminated sandstone, silty sandstone, siltstone and lesser mudstone, intraformational conglomerate and coal (per RefID: 63979).|sedimentary siliciclastic|organic-rich rock||N|
Murteree Shale|13586|Murteree shale|13588|||Yes|Formation, beds|Formal|Variation of published name|Defined|Gidgealpa Group|7182|||Kungurian||||Artinskian|||||80|SA|No|30873|30873||||||Dark grey-brown to black, laminated, argillaceous siltstone and lesser fine-grained sandstone.|sedimentary siliciclastic|||N|
Musgrave Granite|13598|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|31999|||||||||||Y|
Musket Flat Granodiorite|13609|||||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Late Triassic|221||isotopic, K/Ar|Late Triassic|221||isotopic, K/Ar|||QLD|No|45440|45440||||||Biotite-hornblende granodiorite.|igneous felsic intrusive|||Y|
Myally Subgroup|13635|Myally Beds|13628|||Yes|Subgroup|Formal|Variation of published name|Defined|Haslingden Group|8130|||Statherian|1700|||Statherian|1755||||2500|QLD|Yes|30529||Derrick G.|26/JUL/06|Staines, H.R.E.|18/MAR/76|Formerly the Judenan beds also. Within the Lawn Hill and Leichhardt Subprovinces. Age: >1750Ma.|Undivided sandstone, siltstone and quartzite.|sedimentary siliciclastic|metasedimentary siliciclastic||N|
Myla Granite|76902|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Williams Supersuite|30680|Mesoproterozoic||||Mesoproterozoic|||||||No|||||||Used in North-West Queensland mineral and energy province report 2011. Described as being part of  Williams Supersuite, Williams Igneous Event.|Coarse-grained, megacrystic mafic-rich hornblende-biotite granite|igneous felsic intrusive|||Y|
Myola Granite|22494|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Amarra Suite|35059|Early Devonian|398|12|isotopic, K/Ar|Late Silurian|398|12|isotopic, K/Ar||||Yes|23049|23283|Hutton L. J., Rienks I.P.|20/JAN/95|Withnall, I.|24/MAR/08|Different unit from Myola Volcanics of the Gawler Craton, SA.  In the Lolworth & Reedy Springs areas. DEFINITION CARD  rec'd March 2008.  Part of the Lolworth Batholith.|Cream to pink, medium-grained, leucocratic biotite-muscovite granite.|igneous felsic intrusive|||Y|
Myrtle Creek Sandstone|13654|||||Yes|Formation, beds|Formal|Variation of published name|Defined|Duckinwilla Group|5749|||Early Jurassic||||Late Triassic||||50|455||No|44239|44239|||||Within the Woogaroo Sub-Group.|Quartzose sandstone, orthoquartzite, sublabile to labile sandstone, siltstone, shale.|quartz-rich arenite to rudite|sedimentary siliciclastic||N|
Myrtlevale Formation|25318|Myrtlevale beds|13662|||Yes|Formation, beds|Formal|Variation of published name|Defined|Keelbottom Group|27810|||Famennian||||Famennian|||||460||No|39735|24613|||||Note: Shown as part of Dotswood Group in recent (2003) reference.|Quartz pebble conglomerates and feldspathic arenites succeeded by micaceous mudstones, siltstones, arenites and occasional thin limestones succeeded by micaceous feldspathic sandstones and siltstones.|sedimentary siliciclastic|sedimentary carbonate||N|
Mytton Formation|13663|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Broken River Group|28306|||Middle Devonian||||Early Devonian|||||450|QLD|Yes|41260|41679|||Withnall, I.|19/MAR/08|DEFINITION CARD  rec'd March 2008.  Within the Broken River Group.|Mudstone and fine to coarse-grained sublithic arenite; minor granule to pebble conglomerate, oolitic/oncolitic conglomerate, and oolitic limestone|sedimentary siliciclastic|||N|
Myubee Igneous Complex|24415|Wonga Granite|27938|||Yes|Formation, beds|Formal|Resvd name published|Defined|||Burstall Suite|24799|Statherian||||Statherian||||||QLD|Yes|37862|49009|D.H.Blake, R.J.Bultitude|08/MAR/78|Whitaker, W.|10/DEC/80|Mount Isa Province. Previously shown as part of Wonga Suite. Age refined by NABRE project. Part of the Wonga Batholith. See also Myubee Granite and misspelling Myabee Granite.|Olivine gabbro, hornblende-biotite granite, leucogranite|igneous mafic intrusive|igneous felsic intrusive||Y|
Mywyn Granite|24416|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Forsayth Supersuite|29974|Mesoproterozoic||||Mesoproterozoic||||||QLD|Yes|39981|39981|I.W.Withnall|17/MAY/84|Whitaker, W.|15/OCT/84|Georgetown Province.|Grey, foliated porphyritic biotite granite with K-feldspar megacrysts to 3cm|igneous felsic intrusive|||Y|
Nagoorin beds|38876|Nagoorin Beds|26793|||Yes|Formation, beds|Informal|Variation of published name|Briefly described|||||Eocene||||Eocene|||||||No|24489|||||||Mudstone, siltstone, oil shale, sandstone, shale, conglomerate|argillaceous detrital sediment|organic-rich rock||N|
Namarrong Volcanic Subgroup|27516|||||Yes|Subgroup|Formal|Unknown or process pending|Described|Newcastle Range Volcanic Group|26805|||Carboniferous||||Late Carboniferous|||||||No|39917||||||See also misspelling Nammarong Volcanic Subgroup.|||||N|
Namba Formation|13707|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Miocene|12.5|||Oligocene|23.5||||250|SA|No|30920|30056||||||Sand, fine to medium-grained, poorly sorted, angular, silt, thin dolomite, oolitic dolomite interbeds. Shallow, brackish to fresh water lakes|regolith|sedimentary carbonate||N|
Nambour Formation|13710|Nambour Shale|13712|||Yes|Formation, beds|Formal|Variation of published name|Defined|Woogaroo Sub Group|29170|||Late Triassic||||Late Triassic||||||QLD|No|42893|42893||||||Lithic volcaniclastic sandstone, shale, conglomerate, rhyolite||||N|
Namul Dacite|23859|||||Yes|Formation, beds|Formal|Unknown or process pending|Described|Cumberland Range Volcanic Group|24894|||Carboniferous||||Carboniferous|||||||No|39917||D.E.Mackenzie|27/MAY/80|||In Georgetown area. Named after a homestead/holding.|Greyish-green moderately crystal-rich, locally strongly eutaxitic, dacitic to rhyolitic ignimbrite with abundant dark metasedimentary lithic clasts|igneous felsic volcanic|||N|
Namur Sandstone|13738|Namur Sandstone Member|13733|||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Cretaceous||||Cretaceous|||||||No|37287|23155|||||Supersedes former Namur Sandstone Member (1995) as unit has been elevated to formation status, see ref 00/30891 for details of change.  Name often used by petroleum companies for Hooray Sandstone in northern and eastern Cooper-Eromanga Basins area.|Non-marine, medium- to coarse-grained, pale grey and buff, cross-bedded quartzose and pebbly sandstone with conglomerate beds and minor thin claystone lenses.|sedimentary siliciclastic|||N|
Nancy Lee Sandstone Member|27295|||||Yes|Member, phase|Formal|Resvd name published|Defined|Parrot Camp Rhyolite|24451|||Mesoproterozoic||||Mesoproterozoic||||||QLD|Yes|40218|40659|D.E.Mackenzie|07/APR/82|Whitaker, W.|06/JAN/86||Yellow-brown to purple, thin-bedded, medium to coarse quartzofeldspathic sandstone, minor laminated siltstone and silicified sandstone|quartz-rich arenite to rudite|||N|
Nangandie Granite|70401|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Late Permian||||Late Permian|||||||No|68421||von Gnielinski, F. (GSQ)|11/MAY/06|||For the Bundaberg mapping project - Rosedale 1:100k sheet; nearest town is Lowmead.|Equigranular granite to granodiorite; red, strongly altered syenogranite.|igneous felsic intrusive|||Y|
Nangee Granite|23861|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Curraghmore Suite|69325|Permian||||Late Carboniferous||||||QLD|No|42304|42304|Bultitude, R.J.|21/APR/91|||Part of the Whypalla Supersuite.|White to grey, deformed, fine to medium-grained, equigranular, biotite-muscovite monzogranite or granite.|igneous felsic intrusive|||Y|S-type
Nanyeta Volcanics|26798|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Carboniferous||||Carboniferous|289|10|||150||No|43896|45014|||||Kennedy Igneous Association (Geology of Queensland 2013, p485)|Rhyolitic ignimbrite and lava, volcanic breccia; minor conglomerate (at base), andesite, tuff, tuffaceous sediments.|igneous felsic volcanic|||N|I-type
Nappamerri Group|13823|Nappamerri Formation|13821|||Yes|Group, Suite|Formal|Variation of published name|Redefined|||||Ladinian||||Late Permian|||||550|QLD|No|42008|42008|||||Cooper - Eromanga Basin.|||||N|
Napperby Formation|13831|Napperby Beds""|13829|||Yes|Formation, beds|Formal|Variation of published name|Redefined|||||Middle Triassic||||Early Triassic|||||250||No|37856|23170|||||Not related to Napperby Gneiss/Napperby Suite in NT.|Lacustrine and prograding delta sequences -  finely laminated quartzose sandstone and siltstone interbedded with thick, massive or crossbedded sandstones; minor conglomerate.|sedimentary siliciclastic|||N|
Naraku Granite|13847|Naraku granite|13849|||Yes|Formation, beds|Formal|Other new published name|Defined|||Williams Supersuite|30680|Calymmian|1508|||Calymmian|1754|25|isotopic, U/Pb||||No|39798|44989|||||Mount Isa Province. Age refined by NABRE project. 1450 Ma. Intrudes Corella Formation only.|Pink medium granite, aplite, pegmatite; generally non-foliated.|igneous felsic intrusive|||Y|
Naraku Suite|35063|||||Yes|Group, Suite|Formal|Variation of published name|Described|||||Calymmian||||Calymmian|||||||No|22515||||||Max Age: 1500 Ma. Includes Malakoff granite and Capsize granodiorite.|||||Y|
Narayen beds|13853|Narayen Beds|13852|||Yes|Formation, beds|Informal|Variation of published name|Described|||||Early Permian||||Early Permian|||||||No|41246||||||Nogo, Subprovince, Yarrol Province (Geology of Queensland 2013)|Dominantly andesitic (and lesser rhyolitic) conglomerate or breccia, sandstone, and lava flows; siltstone, lithic sandstone, subordinate conglomerate, and rare coquinite, limestone, and chert.|igneous intermediate volcanic|feldspar- or lithic-rich arenite to rudite||N|
Narayen, Nogo and Smoky beds; Yaparaba Volcanics|78169|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned|||||Permian||||Permian|||||||No|68553||||||Published in Queensland Geology 1:2 000 000 map (2012). To be used in GA 1:2.5m Bedrock Geology.|Dominantly andesitic (and lesser rhyolitic) conglomerate or breccia, sandstone, and lava flows; siltstone, lithic sandstone, subordinate conglomerate, and rare coquinite, limestone, and chert||||N|
Narpa Group|37962|||||Yes|Group, Suite|Formal|Other new published name|Defined|||||Late Cambrian||||Early Cambrian||||||NT|Yes|61404||Kruse, P.D.|30/JAN/03|Kruse, P.D.|30/JAN/03|Originally shown as only in NT but assumed extends into Qld because 'Narpa Group, Lower' used in Qld. Undilla Subbasin, Oban Subbasin etc, Georgina Basin (Geology of Queensland 2013, p88-90).|Limestone, sandy limestone, bituminous limestone, siliceous shale, chert, fine grained sandstone, siltstone, phosphorite|sedimentary carbonate|sedimentary siliciclastic||N|
Narpa Group, Lower|73386|||||Yes|Subgroup|Informal|Variation of published name|Unpublished|Narpa Group|37962|||Middle Cambrian||||Middle Cambrian|||||||No|||||||Informal subdivision of the Narpa Group used in the Australian 1:1 million geology dataset.  Includes all units from the Thorntonia Limestone at the base to the Inca and Quita Formations at the top.|Undivided siltstone, limestone, dolostone, calcarenite, shale, sandstone, chert|sedimentary carbonate|sedimentary siliciclastic||N|
Narpa Group, Upper|73385|Arrinthrunga Formation, Georgina Limestone, Marqua Formation, O'Hara Shale, Pomegranate Limestone|40096|||Yes|Subgroup|Informal|Variation of published name|Unpublished|Narpa Group|37962|||Late Cambrian||||Middle Cambrian|||||||No|||||||Informal subdivision of the Narpa Group used in the Australian 1:1 million geology dataset.  Includes all units from the Roaring Siltstone and Steamboat Sandstone at the base to the Pomegranate Limestone, Georgina Limestone and Arrinthrunga Formation.|Undivided limestone, siltstone, sandstone, shale, dolomite, chert, mudstone, conglomerate|sedimentary carbonate|sedimentary siliciclastic||N|
Nash Clastics|37036|||||Yes|Member, phase|Formal|Variation of published name|Briefly described|Rammutt Formation|15817|||Early Permian||||Early Permian|||||||No|23251||||||Name used in vicinity of Gympie goldfield - possibly informal?|||||N|
Natal Formation|13927|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||||Early Carboniferous||||Early Carboniferous|||||1200||No|34391||||||Northern Drummond Basin. Buchanan 1:250 000 sheet area.  Former parent, Drummond Group, now in disuse.|Alternating fine feldspathic quartz sandstone and olive siltstone; poorly preserved plant fossils|feldspar- or lithic-rich arenite to rudite|||N|
Natalie Granite|30708|Natalie granite|28094|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||Wonga Suite|30706|Statherian|1729|15||Statherian|1778|15||||QLD|No|23363||Wyborn L.A.I.|03/JUN/93|||Mount Isa Province.|||||Y|
Nathan Group|26072|||||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Calymmian|1575|||Statherian|1615||||1550|NT|No|39791|45162|||||Previously mapped (Dunn, 1963a,b,c) as Mount Birch Sst, Kookaburra Creek Fm and Yalwarra Volcanic Mbr (McArthur Group).  Differences in lithology have led to redefinition to comprise Mt Birch Sst, Knuckey Fm, Yalwarra Volcs and Walmudga Fm. Age:< 1640 Ma.|Cyclic coarse-grained evaporitic-stromatolitic-ooidal dolostone, sandstone, siltstone; minor conglomerate; synsedimentary basaltic sills, sandstone, mudstone|sedimentary carbonate|sedimentary siliciclastic||N|
Native Bee Siltstone|13930|||||Yes|Formation, beds|Formal|Variation of published name|Defined|Mount Isa Group|12822|||Statherian|1653|||Statherian|1668||||||No|44517|44517|||||Age refined by NABRE project. Prominent marker horizon in the Mount Isa Group.|Laminated chert (lower unnamed member), and overlying thinly bedded dolomite, sandy dolomite and coarse siltstone. Contains stromatolites, halite pseudomorphs, flat pebble conglomerates and x-bedded channel deposits.|sedimentary carbonate|sedimentary non-carbonate chemical or biochemical||N|
Native Cat Andesite|13932|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Triassic||||Triassic|||||304.8|QLD|No|38406|31659|||||Defined 1970.|Andesite, andesitic tuff, trachyandesite, andesitic to rhyolitic breccias, minor rhyolite.|igneous intermediate volcanic|||N|
Native Creek Microgranite|29341|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Middle Triassic||||Early Triassic|||||||No|43588|22846|Donchak P.|05/MAY/95|||Intruded by Calgoa Diorite|Subequigranular to porphyritic hornblende-biotite microgranite|igneous felsic intrusive|||Y|
Neara Volcanics|13946|Neara Beds|13943|||Yes|Formation, beds|Formal|Variation of published name|Defined|Toogoolawah Group|18352|||Middle Triassic||||Early Triassic|||||1000|QLD|No|44671|44671|||||See also Lexicon.|Volcaniclastic conglomerate; andesite, sandstone.|igneous intermediate volcanic|sedimentary siliciclastic||N|
Nebo Basalts|69632|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Late Oligocene||||Early Oligocene|||||||No|61155||||||In the Fitzroy region (Qld). Not related to other uses of Nebo.|||||N|
Neds Gully Granite|36248|||||Yes|Formation, beds|Formal|Other new published name|Described|||O'Briens Creek Supersuite|29322|Late Carboniferous||||Late Carboniferous|||||||No|23503|||||||Fine-grained, porphyritic biotite granite.|igneous felsic intrusive|||Y|
Neilson Leucogabbro|13974|||||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Cenozoic||||Cenozoic|||||||No|40577|||||||Dark grey to black, coarse-grained biotite-augite-olivine leucogabbro to quartz gabbro|igneous mafic intrusive|||Y|
Neimen Formation|28858|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined||||||||||||||||No|44514|44514||||||||||N|
Neoproterozoic to Cambrian amphibolite-facies metamorphics 76667|76667|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Cambrian|500|||Neoproterozoic|540||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset. [Note: Max age name in conflict with numerical age (Cambrian) in both AGSO 1996 and GTS 2004 timescales. CEB Feb-2012]|Medium-grade metamorphic rocks, generally with amphibolite-facies assemblages; may have a greenschist overprint|medium grade metamorphic rock|||N|
Neoproterozoic to Paleozoic ultramafic rocks 78419|78419|||||Yes|Formation, beds|Unnamed|Unnamed published|Briefly described|||||Paleozoic||||Neoproterozoic|||||||No|||||||published in 'Queensland Geology (2012)' print and digital data. To be used in GA 1:2.5m Bedrock Geology.|Mostly serpentinite|meta-igneous ultramafic intrusive|||Y|
Neranleigh-Fernvale beds|14021|Neranleigh-Fernvale Beds|14015|||Yes|Formation, beds|Informal|Variation of published name|Fully described|||||Early Carboniferous||||Late Devonian|||||||No|37509||||||Min Age: Early Carboniferous, Max Age: Late Devonian radiolarians and conodonts, pers. comm. Cec Murray, GSQ, 04- NOV-2005. Shown as Late Devonian  to Carboniferous on Queensland Geology 1:2 mill map 2012. Shown as Carboniferous, in Beenleigh and South D'Aguilar Subprovinces, Wandilla Province (Geology of Queensland 2013, p334,336).|Feldspathic and lithic meta-arenite, metasiltstone and conglomerate proximal turbidites, with structurally intercalated or stratigraphically underlying chert, jasper and basic meta- volcanics.|sedimentary siliciclastic|igneous mafic volcanic||N|
Neranleigh-Fernvale beds, Bunya Phyllite|78390|||||Yes|Formation, beds|Informal|Variation of published name|Briefly described|||||Carboniferous||||Late Devonian|||||||No|68553||||||To be used in GA 1:2.5m Bedrock Geology.|Phyllite, greywacke|metasedimentary siliciclastic|feldspar- or lithic-rich arenite to rudite||N|
Nested Rhyolite Porphyry|39850|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|24486|||||||White, buff, brown or pink, aphanitic to fine-grained, variably porphyritic intrusive rhyolite, microgranite; miarolitic; extensively altered.||||U|
Netherwood Tonalite|14032|Netherwood Quartz Diorite|22524|||Yes|Formation, beds|Formal|Variation of reserved name|Defined|||||Ordovician||||Late Cambrian|||inferred, geological correlation|||QLD|Yes|41260|41719|||Withnall, I.|24/MAR/08|DEFINITION CARD  rec'd March 2008. Originally said to intrude the Judea Formation, but may be overlain by it, if age correlation with Saddington Tonalite is correct.. In Geology of Queensland 2013, p254-5.|Medium grained, equigranular biotite hornblende tonalite to quartz diorite.|igneous felsic intrusive|||Y|
Netherwood and Saddington Tonalites|78170|||||Yes|Formation, beds|Informal|Variation of published name|Mentioned|||||Ordovician||||Ordovician|||||||No|||||||Published in Queensland Geology 1:2 000 000 map (2012). To be used in GA 1:2.5m Bedrock Geology.|||||Y|
Netting Fence Formation|14034|||||Yes|Formation, beds|Formal|Unknown or process pending|Mentioned||||||||||||||||No|47024|||||||||||N|
Nettle Granite|27860|||||Yes|Formation, beds|Formal|Other new published name|Described|||Nettle Suite|28005|Late Carboniferous|303|||Late Carboniferous|315||||||No|40743||||||Age: 313 +/- 4Ma, Rb-Sr.|Grey, moderately to richly porphyritic biotite granite|igneous felsic intrusive|||Y|I-type
Nettle Suite|28005|||||Yes|Group, Suite|Formal|Transferred from STRATLEX Mar 1995|Briefly described|||O'Briens Creek Supersuite|29322|Late Carboniferous|310||isotopic, Rb/Sr|Carboniferous|310||isotopic, Rb/Sr||||No|43151||||||Coolgarra Batholith|||||Y|
Neurum Complex|31382|Neurum Tonalite|14038|||Yes|Group, Suite|Formal|Variation of published name|Redefined|||||Late Triassic||||Late Triassic|||||||No|43588|22846|||||Redefined 1995. see also Neurum Igneous Complex.|Granodiorite to quartz monzonite, granodiorite, granite|igneous felsic intrusive|||Y|
New Cannindah Conglomerate Member|14041|||||Yes|Member, phase|Formal|Unknown or process pending|Defined|Dakiel Formation|5129|||Visean||||Visean||||110|180|QLD|No|44360|44360|||||Not used since 1985 review paper.|||||N|
New England Batholith Permian intrusives 78417|78417|||||Yes|Formation, beds|Unnamed|Unnamed published|Briefly described|||||Permian||||Permian|||||||No|68553||||||Published in Queensland Geology 1:2 000 000 map (2012). Informal grouping of Ballandean, Clare Hills, Fairleigh, Herries, Jibbinbar, Mount Bullaganang, Mount You You and Palgrave Granites; Boxwell and Greymare Granodiorites (StratNo 78101) in digital version. To be used in GA 1:2.5m Bedrock Geology.|Biotite granite to granodiorite|igneous felsic intrusive|||Y|
New England Batholith Triassic intrusives 78424|78424|||||Yes|Formation, beds|Unnamed|Unnamed published|Briefly described|||||Early Triassic||||Early Triassic|||||||No|68553||||||Published in Queensland Geology 1:2 000 000 map (2012).Informal grouping of Bungulla Monzogranite; Dormans Flat, Ruby Creek, Sailor Jack and Stanthorpe Granites (StratNo 78128). To be used in GA 1:2.5m Bedrock Geology.|Mainly medium-grained, equigranular to porphyritic, leucocratic, biotite (rare hornblende) granite|igneous felsic intrusive|||Y|
New Hope Sandstone|76908|New Hope Arkose|23872|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|Kuridala Group|9919|||Paleoproterozoic||||Paleoproterozoic|||||||No|67539||||||Used in NW Qld Mineral and Energy Provinces report 2011.|Blue quartzose to feldspathic metasandstone and mica schist|metasedimentary siliciclastic|||N|
New Moonta Diorite|26077|New Moonta|22532|||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Middle Triassic||||Early Triassic|269.2|1.6||||QLD|No|41778|41778|||||Reserved as New Moonta. Formerly included in Hogback Tonalite.|Biotite-pyroxene diorite, hornblende-pyroxene quartz diorite.|igneous intermediate intrusive|||Y|
Newberry Metamorphic Group|14068|||||Yes|Group, Suite|Formal|Resvd name published|Fully described|||||Mesoproterozoic||||Paleoproterozoic|||||||No|42610||||||Yambo Subprovince, Etheridge Province (Geology of Queensland 2013, p73)|||||N|
Newburgh Granodiorite|22537|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Early Devonian||||Silurian||||||QLD|No|43286|43480|Hutton L. J., Rienks I.P.|30/NOV/94|||Lolworth & Reedy Springs areas (Reedy Springs Batholith).|Buff to grey, subequigranular, muscovite-biotite granodiorite with sparse schlieren and very sparse to rare feldspar phenocrysts to 1.5cm|igneous felsic intrusive|||Y|
Newcastle Range Volcanic Group|26805|Newcastle Range Volcanics|14072|||Yes|Group, Suite|Formal|Unknown or process pending|Fully described|||||Early Permian||||Late Carboniferous|||||||No|39917||||||Tate Subprovince, Kennedy Igneous Association (Geology of Queensland 2013, p485)|Rhyolitic and dacitic ignimbrites; rhyolite; basaltic andesite to andesite; dacite; rhyolitic to dacitic volcaniclastic lutite to rudite (incl. breccia and ground lag deposits); arenite to very coarse rudite; rare limestone||||N|
Newirie Formation|28097|Newirie Slate|22538|||Yes|Formation, beds|Formal|Resvd name published|Described|Holroyd Group|25063|||Mesoproterozoic||||Mesoproterozoic|||||3000|QLD|No|43738||Blewett R.|15/APR/92|||Ebagoola sheet SD54-12|Grey to purple slate, sandy slate, ripple-bedded metasandstone, quartzite, phyllite, garnet-muscovite schist, biotite-muscovite-quartz schist, tourmaline-mica schist; local andalusite, chloritoid, staurolite|metasedimentary siliciclastic|||N|
Nicholson Granite Complex|14123|Nicholson Granite|14127|||Yes|Group, Suite|Formal|Variation of published name|Defined|||Nicholson Suite|30724|Orosirian|1804|83|isotopic, Rb/Sr|Orosirian|1845|3|isotopic, U/Pb-Pb/Pb ion probe|||NT|Yes|30914|49001|||||Defined 1981. Mount Isa Province. Replaces both Nicholson Granite, Norris Granite. Top age revised by NABRE project.  In Geology of Queensland 2013, p60.|Biotite +/- muscovite granite and hornblende-biotite granodiorite; Xenolithic porphyritic granite, microgranite, greisen|igneous felsic intrusive|||Y|I-type
Nicholson Suite|30724|||||Yes|Group, Suite|Informal|STRATLEX Entry|Described|||||Paleoproterozoic|1850|||Paleoproterozoic|1850||||||No|50536||||||Example of the Nicholson Association. Nicholson Granite Complex preferred in Geology of Queensland 2013, p60.|Predominantly felsic and comprises Nicholson Granite and its comagmatic volcanics, the Cliffdale Volcanics.||||Y|
Nightflower Dacite|23874|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Featherbed Volcanic Group|6565|||Early Permian|308|4|isotopic, Rb/Sr|Late Carboniferous|308|4|||300||No|42681|43626|Mackenzie D.E.|15/MAY/92|||Featherbed Cauldron Complex - briefly described in 93/27613. Contains four informal units. Cut by Bilch Creek Granodiorite and Wabaredory Granite.|Dark to very dark grey, lithic-poor (to lithic-intermediate?), crystal-rich dacite to rhyodacitic ignimbrite; dark grey, coarse lithic-rich dacite to rhyodacite ignimbrite|igneous felsic volcanic|||N|
Nimbin Rhyolite|14148|Nimbin rhyolite|14149|||Yes|Formation, beds|Formal|Unknown or process pending|Redefined|Lamington Volcanics|10120|||Cenozoic||||Cenozoic||||50|500|NSW|Yes|43881|30604|Duggan M.B., Mason D.R.|20/OCT/76|Hawke, J.|08/DEC/76||Porphyritic and aphyric rhyolite, obsidian, pitchstone, tuff, agglomerate; flows 50-150m thick interstratified with tuffs and agglomerates up to 20 metres thick|igneous felsic volcanic|||N|
Ninderry Member|37391|||||Yes|Member, phase|Formal|Variation of published name|Briefly described|North Arm Volcanics|14267|||Norian||||Norian|||||||No|23251||||||Of the South East Queensland Volcanic and Plutonic Province. See also Ninderry Rhyolite and Ninderry Rhyolite Member.|Rhyolite.||||N|
Nine Mile Granite|41094|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Early Permian||||Late Carboniferous|||||||No|50301|||||||Pale pink to dark reddish pink, pale brown or pale grey, fine to medium-grained, equigranular to moderately porphyritic biotite granite to leucogranite|igneous felsic intrusive|||Y|
Ninian Bay Suite|75151|||||Yes|Group, Suite|Formal|Variation of published name|Described|||Cooktown Supersuite|4502|Late Permian||||Late Permian|||||||No|60425|||||||||||Y|S-type
Ninian Bay granite|30187|||||Yes|Formation, beds|Informal|Other new published name|Described||||||||||||||||No|43111||||||See alsot the informally named Ninian Bay granite.|||||Y|
