Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Lovely Hill Schist|22219|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Iwupataka Metamorphic Complex|24318|||Paleoproterozoic||||Paleoproterozoic||||||NT|Yes|43225|43503|Shaw R.D., Wakelin-King G.A.|22/MAY/91|||Defn card with State Convener (advised 2-Oct-91). Arunta Block.|Muscovite-biotite schist, schistose garnet-biotite gneiss; rare sillimanite-staurolite schist; fine quartzofeldspathic gneiss|metasedimentary siliciclastic|||N|
Loves Creek Member|10686|||||Yes|Member, phase|Formal|Other new published name|Defined|Bitter Springs Formation|1758|||Cryogenian||||Cryogenian|820||||550||No|48880|48890||||||Massive algal dolomite, red siltstone and sandstone, basic volcanics.|sedimentary carbonate|sedimentary siliciclastic||N|
Lucas Formation|10840|Lucas Beds|10838|||Yes|Formation, beds|Formal|Variation of published name|Defined|||||Devonian||||Devonian|410||||1000|NT|Yes|29809||Blake D.H.|30/OCT/06|||Replaces Lucas beds?|Calcareous and non-calcareous sandstone, siltstone and mudstone; minor limestone|sedimentary carbonate|sedimentary siliciclastic||N|
Lucas beds|72409|Lucas Beds|10838|||Yes|Formation, beds|Informal|Variation of published name|Briefly described|||||Paleozoic||||Paleozoic|||||||No|62632||||||Superseded by Lucas Formation?|Calcareous and non-calcareous sandstone, siltstone, mudstone, minor limestone.|sedimentary|sedimentary siliciclastic||N|
Lyell Brown Granite|42372|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Paleoproterozoic||||Paleoproterozoic|||||||No|61387||Close, D.|13/DEC/04|||Mount Rennie 1:250, 000 map sheet (SF52-15). Intrusive rocks of the 1640-1630Ma era.|Coarse-grained, weakly foliated porphyritic biotite granite with coarse tabular to rounded grey K-feldspar phenocrysts|igneous felsic intrusive|||Y|
Lynott Formation|10891|||||Yes|Formation, beds|Formal|Other new published name|Defined|Batten Subgroup|1257|||Statherian|1636|4||Statherian|1636|4||||NT|No|44287|45162|||||Defn on Tech File E/53-3.  Within the McArthur Group.|Silicified siltstone and dolomitic siltstone; laminated to thinly bedded, brown to grey, small-scale bedding convolution.||||N|
Mackunda Formation|10952|Mackunda Beds|10951|||Yes|Formation, beds|Formal|Variation of published name|Defined|Manuka Subgroup|11215|||Cenomanian||||Albian||||60|275|QLD|No|44417|44417|||||Defined 1965 Neales River Group (see ref 00/30890).  Now defined as part of Manuka Subgroup in the Rolling Downs Group.|Feldspathic sandstone, siltstone|sedimentary siliciclastic|||N|
Madderns Yard Metamorphic Complex|29769|||||Yes|Group, Suite|Formal|Resvd name published|Defined|||||Paleoproterozoic|1650|||Paleoproterozoic|1690|||||NT|Yes|43225|43503|Shaw R.D., Warren R.G.|11/OCT/95|||Accidentally published as Madderns Yard Granite. Hermannsburg 1:250 000 sheet area. Also referred to as Madderns Yard Suite, Madderns Yard Complex.|Migmatitic quartzofeldspathic gneiss, foliated granite, minor paragneiss, amphibolite|high grade metamorphic rock|||N|
Madderns Yard Metamorphic Complex - granite|72658|||||Yes|Formation, beds|Informal|Variation of published name|Described|Madderns Yard Metamorphic Complex|29769|||Statherian||||Statherian|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Foliated biotite granite, variably porphyritic, locally hornblende-bearing|igneous felsic intrusive|||Y|
Madderns Yard Suite|33044|||||Yes|Group, Suite|Informal|STRATLEX Entry|Briefly described|||||Paleoproterozoic|1680|||Paleoproterozoic|1680||||||No|50369||||||Used in Proterozoic Granites project. Also referred to as Madderns Yard Metamorphic Complex.|||||Y|
Maidjunga Member|22242|||||Yes|Member, phase|Formal|Resvd name published|Defined|Fagan Volcanics|24971|||Statherian|1707|12||Statherian|1707|12|||250|NT|Yes|44112||Rawlings D.|01/MAR/95||16/MAR/95|Arnhem Land. Age Palaeoproterozoic (Statherian). Previously undifferentiated Fagan Volcanics. Within the Donydji Group.|Rhyolite: brown and pink, coarsely porphyritic with phenocrysts of K-feldspar, quartz and albite; minor volcaniclastic sandstone and mudstone; locally foliated and sheared.||||N|
Mail Change Limestone|11018|Mail Change Formation|32362|||Yes|Formation, beds|Formal|Other new published name|Defined|Narpa Group|37962|||Middle Cambrian||||Middle Cambrian|||||15|NT|No|34395|44210||||||Thick-bedded limestone, bitumous limestone, mottled calcilutite|sedimentary carbonate|||N|
Mainoru Formation|11034|||||Yes|Formation, beds|Formal|Other new published name|Defined|Collara Subgroup|35509|||Calymmian|1492|4||Calymmian|1493|4|||500||No|44436|23937|||||Defined 1965.  Now [2001] includes Gibb and Wandjeli Sandstone Members, previously mapped as upper part of the Limmen Sandstone.  Occurs in the Beetaloo Sub-basin.|Green, purple and grey, laminated siltstone and mudstone, light grey calcareous siltstone; medium to coarse, thick-bedded sandstone interbeds|sedimentary siliciclastic|||N|
Mairmull Formation|75074|Mount Goodwin Formation, Lower|74057|||Yes|Formation, beds|Reserved|Reserved|Reserved|Mount Goodwin Subgroup|75073|||Early Triassic||||Early Triassic|||||||No|||Gorter, J.D. (Eni Australia), Nicoll, R.S. (GA)|19/MAR/09|||Intended to supersede the Lower Mount Goodwin Formation of Gorter (1998). Of Mount Goodwin Subgroup (Gorter, Nicoll, et al. in prep. Mar2009).|Predominantly claystone and siltstone with rare coarser sediments|sedimentary siliciclastic|||N|
Maiwok Subgroup|25195|Cobanbirini Formation|26483|||Yes|Subgroup|Formal|Variation of published name|Defined|Roper Group|16319|||Ectasian||||Calymmian|||||600||No|44287|23937|||||Equivalent of old Cobanbirini Formation. Redefined to include Corcoran Fm and Bessie Creek Sandstone in Urapunga- Roper River Explan. notes.|Mudstone, shale (+/- carbonaceous), lithic-glauconitic sandstone, ooidal ironstone, quartzose sandstone.|sedimentary siliciclastic|||N|
Malita Formation|23751|Malita formation|11093|||Yes|Formation, beds|Formal|Variation of published name|Defined|Troughton Group|18608|||Pliensbachian|198|||Carnian|222|||||NT|No|40077|42442|J.C.Wise|28/FEB/75|||M 85/24985 NT, also WA. Connection initially missed, reservation allowed to expire Jan 1981.|Fluviodeltaic siliciclastics.|sedimentary siliciclastic|||N|
Mallabah Dolostone|33806|Mallabah Dolomite|26009|||Yes|Formation, beds|Formal|Variation of published name|Fully described|Limbunya Group|10414|||Statherian||||Statherian||||||NT|No|24297||Kruse P. , Beier P., Young D.|02/DEC/99|||Birrindudu - Victoria River Basins. Supersedes Mallabah Dolomite.|Stromatolitic dolostone, ferruginous dolostone, dolomitic mudstone, minor carbonaceous mudstone, intraformational conglomerate|sedimentary carbonate|||N|
Mallapunyah Formation|11103|||||Yes|Formation, beds|Formal|Other new published name|Redefined|Umbolooga Subgroup|18813|||Statherian||||Statherian|1650|20|||220|NT|No|44287|45162|||||Defn on Tech File E/53-3. Redefined 1987. Within the McArthur Group. Age from detrital zircons?|Interbedded red to purple dolomitic mudstone and variably dolomitic cross-bedded sandstone; stromatolitic dolostone, flat-pebble breccia, rare carbonaceous shale and pink tuffite.|sedimentary siliciclastic|sedimentary carbonate||N|
Malone Creek Granite|11123|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||David Suite|72698|Orosirian|1736|20|isotopic, U/Pb-Pb/Pb ion probe|Orosirian|1823|20|isotopic, U/Pb-Pb/Pb ion probe||||No|44399||||||Pine Creek Province. See also Lexicon. Intrudes Burrell Creek Formation, Zamu Dolerite and El Sherana Group.|Pink to greenish-pink, fine chloritised evenly grained alkali feldspar granite with abundant quartz and greisen veins.|igneous felsic intrusive|||Y|I-type
Malone Creek Granite - phase 1|72372|||||Yes|Member, phase|Informal|Variation of published name|Described|Malone Creek Granite|11123|David Suite|72698|Orosirian|1810|||Orosirian|1830||||||No|||||||Lithology referring to an informal unnamed unit of the Malone Creek Granite to be used for Northern Territory 1:1 million geological map, National Maps Project.|Pink to greenish-pink, fine chloritised evenly grained alkali feldspar granite with abundant quartz and greisen veins|igneous felsic intrusive|||Y|
Malone Creek Granite - phase 2|72373|||||Yes|Member, phase|Informal|Variation of published name|Described|Malone Creek Granite|11123|David Suite|72698|Orosirian|1810|||Orosirian|1830||||||No|||||||Lithology referring to an informal unnamed unit of the Malone Creek Granite to be used for Northern Territory 1:1 million geological map, National Maps Project.|Pink, fine to coarse, evenly grained to porphyritic, alkali feldspar granite|igneous felsic intrusive|||Y|
Malone Creek Granite - phase 3|72374|||||Yes|Member, phase|Informal|Variation of published name|Described|Malone Creek Granite|11123|David Suite|72698|Orosirian|1810|||Orosirian|1830||||||No|||||||Lithology referring to an informal unnamed unit of the Malone Creek Granite to be used for Northern Territory 1:1 million geological map, National Maps Project.|Pink, fine porphyritic, alkali feldspar granite|igneous felsic intrusive|||Y|
Mamadawerre Sandstone|34024|Mamadawerre|31285|||Yes|Formation, beds|Formal|Resvd name published|Defined|Kombolgie Subgroup|33373|||Statherian|1780|||Orosirian|1810||||1100||No|22538|23374|||||Within the Katherine River Group. See also misspelt Mamadawere Sandstone.|White, thickly bedded, commonly tabular or trough cross-bedded, poorly sorted, medium to coarse quartz sandstone with pebble or granule bands; minor siltstone; polymictic pebble to boulder conglomerate at base|sedimentary siliciclastic|||N|
Manbulloo Limestone Member|27964|||||Yes|Member, phase|Formal|Variation of published name|Described|Jinduckin Formation|24641|||Early Ordovician||||Late Cambrian|||||||No|44201||||||(Randal, 1963).|||||N|
Manga Mauda Member|38423|Manga Mauda|35279|||Yes|Member, phase|Formal|Resvd name published|Defined|Hayward Creek Formation|8199|||Paleoproterozoic||||Paleoproterozoic|||||||No|24304|23733|||||Reserved as Manga Mauda (Donnellan, 2000). Within the Tomkinson Creek Group.|Lithic/sublithic/volcanilithic arenite, pebbly arenite; shale and siltstone particularly at top|sedimentary siliciclastic|||N|
Manga Mauda Member, Meerie Member|72660|||||Yes|Member, phase|Informal|Variation of published name|Described|Hayward Creek Formation|8199|||Statherian||||Statherian|||||||No|||||||Unit to be used for Northern Territory 1:1 million geological map, National Maps Project.|Sublithic/lithic/volcanilithic arenite, feldspathic sublitharenite, pebbly arenite; shale, siltstone; acid to intermediate volcanic rocks particularly at top|sedimentary siliciclastic|||N|
Maningkorrirr Phonolite|27827|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Nimbuwah Complex|25343|||Mesoproterozoic||||Mesoproterozoic|1316|40||||NT|Yes|33186||Needham, R.S.|20/MAR/73|Strusz, D.L.|16/SEP/74|Phonolite dyke swarm.|Fine to medium grained to porphyritic grey green dyke rock. Phenocrysts of euhedral anorthoclase and sanidine tablets and zoned aegirine-augites < 3 cm. Some pyroxenes rimmed by a pleochroic green sodic amphibole which occurs in the groundmass.||||N|
Mantapayika Granite|33647|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Umutju Granite Suite|33650|Mesoproterozoic|1120|9||Mesoproterozoic|1180|||||NT|Yes|60572|60683|Scrimgeour I., Close D.,Edgoose C.|27/JUL/99||27/JUL/99|Petermann Ranges 1:250 000 sheet area. Granite or gneiss. Age: 1120+/-9Ma (hornblende granite); 1147+/-3Ma (Kober Pb-Pb for clinopyroxene granite).  Of the Pitjantjatjara Supersuite.|Hornblende and clinopyroxene-bearing granites, typically porphyritic with blue-grey K-feldspars; variably deformed and recrystallised to garnet-bearing assemblages.||||Y|
Mantarurr Granite Suite|33648|Mantarurr|30602|||Yes|Group, Suite|Formal|Variation of reserved name|Defined|||Pitjantjatjara Supersuite|39078|Mesoproterozoic|1165|11||Mesoproterozoic|1170|||||NT|Yes|60683|60683|Scrimgeour I., Close D.,Edgoose C.|13/NOV/96||27/JUL/99|Petermann Ranges 1:250 000 sheet area. Granite or gneiss. Age: ~1170Ma.|Dominantly porphyritic granite, with biotite-rich matrix, varies from megacrystic to fine- or medium-grained, mostly foliated; minor leucogranite; minor muscovite-bearing granite|igneous felsic intrusive|||Y|
Manton Group|25203|||||Yes|Group, Suite|Formal|Other new published name|Defined|Woodcutters Supergroup|72988|||Paleoproterozoic|1885|||Paleoproterozoic|2506|14|isotopic, U/Pb-Pb/Pb ion probe|||NT|Yes|38884||||Kruse, P.D.|18/OCT/02|Koolpinyah Area. Proposer: JH Lally, M Ahmad, after B Pietsch. Western equivalent of Namoona Group. ?Shares some constituent units (Beestons Formation and Celia Dolostone). Intruded by the Zamu Dolerite.|Sandstone, dolostone, magnesite.|sedimentary siliciclastic|sedimentary carbonate||N|
Mantungula Formation|23762|||||Yes|Formation, beds|Formal|Other new published name|Defined|Collara Subgroup|35509|||Calymmian||||Calymmian|1500||||170||No|40691|23937|I.Sweet|19/OCT/84|||Previously included in Limmen Sandstone (Paine, 1963; and Plumb and Paine, 1964).  Called Wilberforce beds in Arnhem Land (Dunnet, 1965).  Occurs in the Beetaloo Sub-basin.|Laminated, micaceous and rarely glauconitic mudstone; fine grained sandstone and dolostone; minor siltstone; local basal conglomerate.|sedimentary siliciclastic|||N|
Manuka Subgroup|11215|||||Yes|Subgroup|Formal|Variation of published name|Briefly described|Rolling Downs Group|16267|||Cretaceous||||Cretaceous|||||||No|29591|||||||||||N|
Mapata Gneiss|27478|Bundey Gneiss|2987|||Yes|Formation, beds|Formal|Other new published name|Defined|Strangways Metamorphic Complex|17395|||Orosirian||||Orosirian||||||NT|Yes|33103||Shaw R.D., Warren R.G.|06/MAY/74|Strusz, D.L.|25/JUN/74|Intruded by Mount Swan Granite.|Biotite-quartz-feldspar gneiss with quartz-feldspathic segregations, biotite schist, amphibolite|high grade metamorphic rock|||N|
Mara Dolostone Member|76086|Mara Dolomite Member|11224|||Yes|Member, phase|Formal|Variation of published name|Briefly described|Emmerugga Dolostone|76085|||Statherian||||Statherian|||||500||No|67144||||||Stratigraphic Nomenclature rules allow change from Dolomite to Dolostone without being formally redefined (T. Munson, NT Convenor, 26-AUG-2011).|Dololutite, stromatolitic dololutite, dolomitic siltstone, dolarenite and dolomitic breccia; columnar, domical and conical stromatolites, commonly forming bioherm series; common halite casts and quartz nodules after evaporites.|sedimentary carbonate|||N|
Maranboy Porphyry|26721|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Orosirian||||Orosirian|||||||No|39679||||||Pine Creek Province.|Pinkish green-grey, medium-grained feldspar-quartz porphyry; strongly porphyritic hornblende granite|igneous felsic intrusive|||Y|
Marchinbar Sandstone|11259|||||Yes|Formation, beds|Formal|Other new published name|Defined|Wessel Group|27928|||Neoproterozoic||||Neoproterozoic|||||300|NT|No|44338|43010||||||White, quartz-rich, fine to medium grained sandstone, mostly medium bedded, flat to trough cross bedded, ripples|sedimentary siliciclastic|||N|
Margaret Granite|11295|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||Margaret Suite|31736|Orosirian|1820|||Orosirian|1860|45|||||No|44950||||||Intrudes the Mount Partridge, South Alligator and Finniss River Groups.|Coarse grained porphyritic biotite granite. Predominantly I-type.|igneous felsic intrusive|||Y|I-type
Margaret Hill Conglomerate|11296|||||Yes|Formation, beds|Formal|Other new published name|Fully described|Mount Rigg Group|13064|||Statherian||||Calymmian|||||300||No|44201|||||||Thick to very thick-bedded polymictic pebble, cobble and boulder conglomerate; purple lithic sandstone and granule conglomerate|sedimentary siliciclastic|||N|
Margery Formation|26014|||||Yes|Formation, beds|Formal|Other new published name|Defined|Limbunya Group|10414|||Statherian||||Statherian|||||125|NT|No|28255|48943|||||Comprises upper chert horizon, central claystone horizon and lower chert horizon.|Stromatolitic dolostone, claystone, dolarenite, dololutite, stromatolitic chert, dolomitic sandstone and siltstone|sedimentary carbonate|||N|
Marlgowa Sandstone|33183|Marlgowa|31287|||Yes|Formation, beds|Formal|Resvd name published|Defined|Kombolgie Subgroup|33373|||Statherian|1740|||Statherian|1780||||420|NT|No|22538|23374|Carson L., Brakel A., Pietsch B.|29/APR/97|Beier, P.|25/FEB/99|Milingimbi, SD53-02 sheet area. Within the Katherine River Group.|Medium-to thickly bedded, trough cross-bedded, well sorted medium quartz sandstone with minor pebbly beds; laminated and wave-rippled quartz sandstone interbedded with low-angle cross-bedded quartz sandstone; minor dolerite sills.|sedimentary siliciclastic|||N|
Marlgowa Sandstone, Gumarrirnbang Sandstone|72385|||||Yes|Formation, beds|Informal|Variation of published name|Described|Kombolgie Subgroup|33373|||Statherian|1740|||Statherian|1800||||||No|||||||Informal grouping of units in the Kombolgie Subgroup to be used for Northern Territory 1:1 million geological map, National Maps Project.|Fine to very coarse grained and pebbly quartz sandstone; horizontal laminated to cross bedded; thin basalt member|sedimentary siliciclastic|||N|
Marligur Member|26015|Marligur member|11335|||Yes|Member, phase|Formal|Other new published name|Defined|Bathurst Island Group|1249|||Aptian|||inferred, biostratigraphic correlation|Valanginian|||inferred, biostratigraphic correlation||60|NT|No|33077|31410|||||See also the misspelt Marligar Member.  Interfingers with Darwin Formation.  Age inferred from Darwin Formation.|Medium to coarse grained, poorly consolidated quartzose sandstone; clayey sandstone; sandy claystone|sedimentary siliciclastic|||N|
Marraba Volcanics|11361|||||Yes|Formation, beds|Formal|Variation of published name|Redefined|Malbon Group|27187|||Statherian|1755||isotopic, U/Pb-Pb/Pb ion probe|Statherian|1760||isotopic, U/Pb-Pb/Pb ion probe||2300|QLD|Yes|44270|30530|Derrick G.|02/NOV/06|Staines, H.R.E.|05/JUL/76|Redefined as Precambrian in 1976. Since given as Mesoproterozoic or Palaeoproterozoic. Age refined by NABRE project.|Metabasalt, amphibolite, meta-arenite, schist; minor chert|meta-igneous mafic volcanic|metasedimentary siliciclastic||N|
Marshall Granite|11378|||||Yes|Formation, beds|Formal|Variation of published name|Defined|||Alarinjela Suite|30857|Statherian|1713|||Statherian|1713||||||No|44327|48844|||||Intrudes Deep Bore Metamorphics.|Hornblende granite, slightly foliated, pink|igneous felsic intrusive|||Y|
Marura Siltstone|11401|||||Yes|Formation, beds|Formal|Other new published name|Defined|Parsons Range Group|27873|||Statherian||||Statherian|||||280|NT|No|44299|43010||||||Siltstone: thin to thick-bedded, laminated to massive; thin to medium interbeds of dolomitic siltstone, sandstone and dolostone; dessication cracks and halite casts; stromatolitic chert bed near base.||||N|
Mary Granite|76076|||||Yes|Formation, beds|Reserved|Reserved|Reserved||||||||||||||||No|||Hollis, J. (NTGS)|17/AUG/11||||||||Y|
Mascotte Gneiss Complex|26019|||||Yes|Group, Suite|Formal|Unknown or process pending|Defined|||||Statherian||||Statherian||||||NT|No|39887|49036|||||Defined 1985.|Quartzofeldspathic gneiss; biotite gneiss; calc-silicate rock|high grade metamorphic rock|||N|
Masson Formation|11438|Masson Beds|32812|||Yes|Formation, beds|Formal|Other new published name|Defined|Namoona Group|13724|||Rhyacian|2021|10|inferred, overlying unit|Rhyacian|2500||||3000||No|44314|44314|||||Replaced by Whites Formation in Rum Jungle Area. Interfingers with Stag Creek Volcanics. Previously of the former Goodparla Group.|Reddish-brown, carbonaceous-pyritic and dolomitic slate, phyllite and schist; carbonaceous pyritic dololutite; medium to coarse quartz meta-arenite, coarse to very coarse, poorly sorted feldspathic-quartz metagreywacke, fine to coarse dolarenite.|metasedimentary siliciclastic|||N|
Masterton Sandstone|25730|Mulholland Sandstone|13370|||Yes|Formation, beds|Formal|Variation of published name|Redefined|Umbolooga Subgroup|18813|||Statherian||||Statherian|||||600|NT|No|26310|45162|||||Within the McArthur Group. This name replaces original  "Masterton Formation" above a major unconformity within that unit. See also misspelt Masterson Sandstone.|Quartzarenite, white to pink, fine to medium grained, well sorted; minor intervals of sandstone and mudstone.|quartz-rich arenite to rudite|||N|
Mattamurta Sandstone|11455|||||Yes|Formation, beds|Formal|Other new published name|Defined|Parsons Range Group|27873|||Statherian||||Statherian|||||3000|NT|No|44299|43010||||||Quartz sandstone: white to pink, medium to very thick bedded, fine to coarse grained, with granule-rich laminae and scattered pebbles; common cross bedding and symmetrical ripples; local rhyolite near base|sedimentary siliciclastic|||N|
Maud Dolerite|24374|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||||Orosirian||||Orosirian||||||NT|Yes|41294||Needham, R.S.|22/MAY/87|Brown, M.C.|16/OCT/87|Ref. 88/26215 Map legend. Not to be confused with Maud Formation in Tasmania.|Medium-grained, grey-green quartz dolerite, metadolerite|igneous mafic intrusive|||Y|
Maurice Formation|11476|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Neoproterozoic||||Neoproterozoic||||||NT|No|48842|48842|||||Not to be confused with Maurice Group of SA.|Very fine to medium grained, cross bedded quartz sandstone; minor laminated micaceous siltstone and micaceous sandstone|sedimentary siliciclastic|||N|
Maverick Monzogranite|42116|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Paleoproterozoic||||Paleoproterozoic|||||||No|50315||||||Probably an informal name.|Equigranular, homogenous, undeformed, hornblende-biotite monzogranite to granodiorite.||||Y|
McAddens Creek Volcanic Member|25218|||||Yes|Member, phase|Formal|Variation of published name|Described|Mamadawerre Sandstone|34024|||Statherian|1780|||Orosirian|1810||||150||No|22574||||||Within the Katherine River Group. See also Lexicon. Recommended by Sweet (2001) that this name be replaced by Nungbalgarri Volcanics. Lies between Mamadawerre Sandstone and Gumarrirnbang Sandstone of the lower Katherine River Group in vicinity of ABC uranium prospect. (RefID65232)|Dark grey, massive, altered basalt and andesite, vesicular in places; minor hematitic siltstone, banded tuff, rhyolite.|igneous mafic volcanic|||N|
McArthur Group|11512|||||Yes|Group, Suite|Formal|Variation of published name|Defined|||||Statherian|1640|3|isotopic, U/Pb-Pb/Pb ion probe|Statherian|1690|27|||5500|NT|No|44306|43010|||||Defined by Dunnet (1965),defn on Tech File E/53-3. Defined again in 1992. Age: Statherian - 1690+/-27 Ma. Karns Dolomite now incorporated into Nathan Group.|Interbedded stromatolitic and evaporitic dolostone, sandstone, mudstone, and minor tuffaceous mudstone.|sedimentary carbonate|sedimentary siliciclastic||N|
McArthur Group, Lower|40831|||||Yes|Subgroup|Informal|Variation of published name|Briefly described|McArthur Group|11512|||Statherian||||Statherian|||||||No|23968||||||Informal unit used in regional compilations.  Includes units from Masterton Sandstone to Emmerugga Dolomite in the 1:1 million surface geology of Australia.|Masterton Sandstone to Emmerugga Dolomite: Evaporitic-stromatolitic dolostone, dolomitic siltstone and sandstone, quartzose sandstone; minor basal conglomerate|sedimentary carbonate|||N|
McArthur Group, Middle|72389|||||Yes|Subgroup|Informal|Variation of published name|Described|McArthur Group|11512|||Statherian||||Statherian|||||||No|||||||Informal grouping of units of the middle McArthur Group to be used for Northern Territory 1:1 million geological map, National Maps Project.  Includes units from Teena Dolomite to Reward Dolomite.|Teena Dolomite to Reward Dolomite: Dolostone, dololutite, carbonaceous and pyritic siltstone and mudstone; minor pink and green ?tuffaceous mudstone|sedimentary carbonate|||N|
McCarthys Granite|23776|Cullen Granite|4989|||Yes|Formation, beds|Formal|Other new published name|Fully described|||Fingerpost Suite|31737|Orosirian|1825|||Orosirian|1840||||||No|39679||Needham, R.S.|13/JUL/83|||Pine Creek Province. Previously mapped as part of Cullen Granite. Of the Cullen Supersuite.|Coarse pink-green porphyritic hornblende-biotite granite; coarse grey porphyritic biotite granite; coarse pink, partly porphyritic, biotite leucogranite.|igneous felsic intrusive|||Y|I-type
McCaw Formation|11530|Diamond Creek Formation""|41910|||Yes|Formation, beds|Formal|Other new published name|Defined|Katherine River Group|9312|||Statherian|1720|||Statherian|1730||||400|NT|No|44400|43010|||||Previously mapped as Diamond Creek Member (1959)?; and as Diamond Creek Volcanics (Kruse et al, 1994) and "Diamond Creek Formation" (Dunn, 1963).|Interbedded deeply weathered and leached mudstone and thinly bedded dolostone; thinly bedded, fine to coarse grained lithic and glauconitic sandstone; polymictic conglomerate lenses.|sedimentary siliciclastic|sedimentary carbonate||N|
McDermott Formation|26021|||||Yes|Formation, beds|Formal|Other new published name|Defined|Tawallah Group|17902|||Statherian|1740||inferred, overlying unit|Statherian|1750||inferred, underlying unit||200|NT|No|44287|45162|||||Defn on Tech File E/53-8.  Numeric age estimates are inferred and poorly constrained.|Stromatolitic and oolitic dolomite, dolarenite, glauconitic sandstone, shale, siltstone, chert interbeds|sedimentary carbonate|sedimentary siliciclastic||N|
McEwin Hills intrusion 78216|78216|||||Yes|Formation, beds|Informal|Unnamed published|Mentioned|||||Paleoproterozoic||||Paleoproterozoic|||||||No|||||||Unnamed unit used in the Mafic-Ultramafic Event Series dataset 2013. No lithology stated, but said to be mafic bulk composition. Aileron province in Meixner magnetic interpretation (Meixner & Hoatson, 2004). Age inferred to be ~1810 Ma.||igneous mafic intrusive|||Y|
McKay Sandstone|11552|||||Yes|Formation, beds|Formal|Other new published name|Defined|Kombolgie Subgroup|33373|||Statherian|1740|||Statherian|1780||||342|NT|Yes|44400|43010|||Beier, P.|30/NOV/98|In parts of Mount Marumba, Milingimbi, Mount Evelyn and Katherine 1:250 000 sheet areas. Formerly mapped as parts of "Kombolgie Formation" and the "Diljin Hill Fm." (of Walpole, 1962). Within the Katherine River Group. See also misspelling Mackay Sandstone.|Cross-bedded, glauconitic quartz sandstone; thin laminated mudstone and siltstone interbeds; fine to coarse grained ferruginous sandstone.|sedimentary siliciclastic|||N|
McKinlay Granite|26731|||||Yes|Formation, beds|Formal|Variation of published name|Fully described|||Margaret Suite|31736|Orosirian|1820|||Orosirian|1850||||||No|45003||||||Cullen Batholith. Pine Creek Province. Part of the Cullen Supersuite.|Light grey medium to coarse grained granite.|igneous felsic intrusive|||Y|I-type
McMinns Bluff Granite|23781|||||Yes|Formation, beds|Formal|Other new published name|Fully described|||McMinns Bluff Suite|31735|Paleoproterozoic|1818|6|isotopic, U/Pb-Pb/Pb ion probe|Paleoproterozoic|1835|6|||||No|39679||Needham, R.S.|13/JUL/83|||Cullen Batholith. Pine Creek Province. Within the Cullen Supersuite. Intruded by Douglas Granite.|Grey coarse porphyritic biotite-hornblende granite, fine-coarse biotite granite.|igneous felsic intrusive|||Y|I-type
McMinns Bluff Suite|31735|||||Yes|Group, Suite|Informal|STRATLEX Entry|Not recorded|||Cullen Supersuite|30778|Paleoproterozoic||||Paleoproterozoic|||||||No|||||||Cullen Batholith. Pine Creek Province. Includes McMinns Bluff Granite.|||||Y|
McNamara Group|11575|Ploughed Mountain beds|15329|||Yes|Group, Suite|Formal|Other new published name|Defined|||||Calymmian|1595|6|isotopic, U/Pb|Statherian|1653|7|isotopic, U/Pb||10000|QLD|Yes|30534|37459|Sweet, I.||Brakel, A.|12/MAR/82|Considered Carpentarian in 1981. Now considered Palaeoproterozoic by NABRE project ,1999. Part of Gun Supersequence. This group in Lawn Hill Platform region correlates with the Fickling Group in southern Murphy Inlier. Correlated with Paragon Group, Broken Hill Block in RefID 64743 (2008). (See also Geology of Queensland 2013, p41)|Carbonaceous shale, stromatolitic dolostone, turbiditic sandstone and siltstone.|sedimentary siliciclastic|sedimentary carbonate||N|
McNamara Group, Lower|67841|||||Yes|Subgroup|Informal|Variation of published name|Mentioned|McNamara Group|11575|||Statherian||||Statherian|||||||No|24432||||||Lower section of the McNamara Group. Informal unit used on regional scale maps, including the 1:1 million geology of Australia.  Includes Drummond Formation, Brumby Formation (NT), and Torpedo Creek Quartzite to Lady Loretta Formation (QLD).|Drummond Formation and Torpedo Creek Quartzite to Lady Loretta Formation: Dolomite, dolomitic siltstone, quartzose to lithic sandstone, stromatolitic and brecciated chert, siltstone, ferruginous breccia, shale; basal quartzite, conglomerate|sedimentary siliciclastic|||N|
