Stratno | Stratigraphic Name | Category | Contents | Last update 
29474|Lynchford Member|Thickness range|The Lunchford Member varies in thickness from approximately 60 m (Comstock, Henty Canal area) to 600-700 m thick (Lynchford). The Tyndall Group sequence at Lunchford is composed entirely of quartz-poor crystal-rich volcaniclastic sandstone/breccia and laminated mudstone facies of the Lynchford Member (Lunchford Tuff, Corbett 1979). In the Anthony Road area, the Lynchford Member is approximately 200 m thick.|
29474|Lynchford Member|Lithology|The Lynchford Member forms the lower part of the Comstock Formation and comprises four main facies: 1) quartz-poor crystal-rich volcaniclastic sandstone;  2) laminated fine sandstone/mudstone;  3) volcaniclastic lithic breccia;  4) carbonate. The quartz-poor crystal-rich volcaniclastic sandstone facies is the most common facies in the Lynchford Member and occurs in the Lynchford, Comstock, Zig Zag Hill, Anthony Road and Henty Canal areas. The crystal-rich sandstone is generally massive and contains lenses of laminated fine sandstone and mudstone, and volcaniclastic lithic breccia. The crystal-rich facies contains abundant crystals and crystal fragments (35-70%), comprising largely plagioclase and  titanomagnetite, +/-clinopyroxene+/-ilmenite, with minor additions of quartz and angular felsic to mafic volcanic lithic clasts. The crystal composition suggests an andesitic to dacitic volcanic provenance. Crystal-rich volcaniclastic facies containing approximately 1-5% titanomagnetite, dominate in this member which gives it a characteristically high magnetic signature relative to the surrounding units.  Carbonate units mark the base of the Tyndall Group (Lynchford Member) at Comstock (Corbett et al. 1974) and in parts of the Anthony Road area (around Howards Anomaly). In one Comstock drill hole (C50), the main carbonate unit contains shallow marine fossils including trilobites, small echinoderm plates, hyolithids, gastropods and inarticulate brachiopods (Jago et al. 1972).  At Comstock the basal carbonates are overlain by other facies of the Lynchford Member including laminated mudstone and volcaniclastic lithic breccia. Details are given in White and McPhie (in prep).|
29474|Lynchford Member|Relationships and boundaries|The character of the lower contact (to older underlying rocks) appears to be conformable in some areas (e.g. Comstock, Anthony Road) where an interfingering contact to the underlying andesite units is observed. In some areas the Lynchford Member is interpreted to rest unconformably on, or in fault contact with older rocks of the Mount Read Volcanics (e.g. Lynchford). At Lynchford the Lynchford Member lies to the west of older Yolande River Sequence rocks (contact not exposed) and overlaps a large exposure of mafic rocks (Lynch Creek Basalt). In other areas the contact is poorly defined due to poor exposure.  The quartz-poor (andesitic to dacitic) crystal-rich volcaniclastic units of the Lynchford Member grade upwards into more felsic (dacitic to rhyolitic) quartz-rich units of the Mount Julia Member at a number of locations (Zig Zag Hill, Comstock, Anthony Road). The contact between these members is gradational and interfingering, and largely based on a very subtle compositional variation up-sequence. The Lynchford Member generally contains a lower proportion of laminated mudstone/sandstone units relative to the Mount Julia Member. At Lynchford, the Tyndall Group sequence is incomplete and the Lynchford Member is unconformably overlain by siliciclastic sandstone, interpreted as Pioneer Beds of the upper Owen Conglomerate (Corbett et al. 1989).|
29474|Lynchford Member|Age reasons|The age is constrained by fossil dating. Fossiliferous carbonate (limestone) units in the Lynchford Member at Comstock contain fauna dated as late Middle to early Late Cambrian age (jago et al. 1972).|
29474|Lynchford Member|Proposed publication|Australian Journal of Earth Sciences|
29474|Lynchford Member|References|79/20563; 79/00954;00/30190|
29474|Lynchford Member|Category|1|
36812|Mathinna Supergroup|Name source|The Supergroup is named after the old gold mining town of Mathinna (in accord with Powell et al., 1993).|
36812|Mathinna Supergroup|Unit history|Mathinna Beds (Banks 1962), Mathinna Group (Powell et al. 1993)|
36812|Mathinna Supergroup|Constituents|Rocks west of the Scottsdale batholith (Australian Map Grid; AUS66; 55G; 550000mE, 5440000mN) include the Tippogoree and Panama Groups. The Tippogoree Group includes the Stony Head Sandstone and Turquoise Bluff Slate, whereas the Panama Group comprises the Bellingham Formation and Sidling sandstone. Rocks east of the Scottsdale batholith remain undifferentiated Mathinna Supergroup.|
36812|Mathinna Supergroup|Geomorphic expression|Typically topographically upstanding where contact metamorphosed. Elsewhere, variably incised and eroded.|
36812|Mathinna Supergroup|Type section locality|None specified.|
36812|Mathinna Supergroup|Extent|All pre-Late Carboniferous sedimentary rocks cropping out in northeastern Tasmania south to the Forestier Peninsula, and north into the Furneaux Group of islands in Bass Strait.|
36812|Mathinna Supergroup|Thickness range|Inferred to be about 7km (Powell & Baillie, 1992).|
36812|Mathinna Supergroup|Lithology|Succession of turbiditic sandstone and mudstone. Sandstone composition varies from quartzose sublitharenite to feldspathic litharenite.|
36812|Mathinna Supergroup|Depositional environment|Upper parts (Panama Group and equivalent rocks east of Scottsdale batholith) deposited as turbidites in basinal setting (Powell et al., 1993). Lower parts (Tippogoree Group) also turbiditic although basin geometry remains unknown.|
36812|Mathinna Supergroup|Fossils|There are only two fossil localities west of the Scottsdale batholith where the stratigraphy has been formally subdivided (Powell et al., 1993). One site in the Turquoise Bluff Slate yielded two poorly preserved graptolites of Early to Middle Ordovician (Bendigonian Be1 to Darriwillian Da3) age (Banks & Smith, 1968; VandenBerg pers comm.). A second site further east and higher in the stratigraphy (Sidling sandstone) contains ?Devonian plant fragments (Banks, 1962; Powell et al., 1993). East of the Scottsdale batholith the stratigraphy remains undifferentiated, with a small number of fossil locations indicating a predominantly Silurian to Early Devonian age for turbidite deposition.|
36812|Mathinna Supergroup|Diastems or hiatuses|Cross-cutting structures and associated fabrics show older Tippogoree Group rocks have been deformed prior to Panama deposition. The contact between the Tippogoree and Panama Groups does not crop out, however, the simpler structural history in younger rocks indicates the likelihood of a hidden unconformity between the Tippogoree and Panama Groups.|
36812|Mathinna Supergroup|Relationships and boundaries|No base is known and the top is an erosional contact at an angular unconformity with the overlying Early Devonian (Emsian) St Marys Porphyrite (Powell et al., 1993).|
36812|Mathinna Supergroup|Age reasons|The Turquoise Bluff Slate contains the oldest fossils, comprising two poorly preserved graptolites of Early to Middle Ordovician (Bendigonian Be1 to Darriwillian Da3) age (Banks & Smith, 1968; VandenBerg pers comm.). Deposition ended before emplacement of the St Marys Porphyrite at 388+/-1Ma (Rb-Sr; Turner et al., 1986).|
36812|Mathinna Supergroup|Proposed publication|Australian Journal of Earth Sciences|
36812|Mathinna Supergroup|References|*BANKS M.R. 1962. The Silurian and Devonian Systems. Journal of the Geological Society of Australia 9, 177-188.     *97/28855 - BANKS, M. & SMITH A. 1968. A graptolite from the Mathinna Beds, northeastern Tasmania. Australian Journal of Science 31, 118-119.     *POWELL, C. McA. & BAILLIE, P.W. 1992. Tectonic affinity of the Mathinna Group in the Lachlan Fold Belt. Tectonophysics 214, 193-209.      *94/27811 - POWELL, C. McA., BAILLIE,  P.W., CONAGHAN, P. J. & TURNER, N. J. 1993. The mid-Palaeozoic turbiditic Mathinna Group, NE Tasmania. Australian Journal of Earth Sciences 40, 169-198.      *86/25572 - TURNER, N. J., BLACK, L. P. & HIGGINS, N. C. 1986. The St Marys Porphyrite - a Devonian ash-flow tuff and its feeder. Australian Journal of Earth Sciences 33, 201-218.|10/FEB/11
24391|Mount Anne Group|Name source|Mt Anne [DN530451], Wedge 1:100 000 Sheet.|
24391|Mount Anne Group|Constituents|Twin Creeks Formation, Lake Judd Formation, Sarah-Jane Quartzite, Lonely Tarns Formation.|
24391|Mount Anne Group|Extent|The unit is exposed over approximately 50 km2 in the Mt Anne-Lake Judd area, in the southeastern part of the Wedge 1:100 000 Sheet.|
24391|Mount Anne Group|Thickness range|Approximately 3 km; uncertain due to faulting.|
24391|Mount Anne Group|Lithology|Orthoquartzite, quartz siltstone, and pelite with minor dolomite. The unit is regionally metamorphosed to lower greenschist facies: pelite is generally phyllite or slate.|
24391|Mount Anne Group|Relationships and boundaries|The base of the unit is obscured by Quaternary cover. The youngest known parts of the unit are faulted against Precambrian Pandani Group.|
24391|Mount Anne Group|Age reasons|Late Precambrian, due to tectonometamorphic grade and regional geological setting (see Turner, 1989).|
24391|Mount Anne Group|Proposed publication|Explanatory Report, Department of Mines, Tasmania: Pedder 1:50 000 Sheet|
24391|Mount Anne Group|Category|2|
24392|Mount Bowes Formation|Name source|Mt Bowes [DN517548], Wedge, 1:100 000 Mapsheet.|
24392|Mount Bowes Formation|Type section locality|Approximately 500 m of quartzarenite, siltstone, red mudstone and minor quartzitic conglomerate between DN523535 and DN529540. The section dips SW and is overturned. The conglomerate, about 40 m thick, marks the base of the unit.|
24392|Mount Bowes Formation|Extent|The unit is exposed on Mt Bowes and on strike ridges to the south as far as DN518515. The unit is indicated on the Pedder 1:50 000 geological map by the symbol Pss.|
24392|Mount Bowes Formation|Thickness range|Approximately 500 m.  |
24392|Mount Bowes Formation|Lithology|Quartzarenite, siltstone, and red mudstone with quartzitic conglomerate at the base.|
24392|Mount Bowes Formation|Relationships and boundaries|Belongs to Pandani Group. Probably conformably overlies Huon River Formation (contact not observed). Youngest exposed parts of unit are faulted against Precambrian Weld River Group.|
24392|Mount Bowes Formation|Age reasons|Late Precambrian (as for Pandani Group).|
24392|Mount Bowes Formation|Proposed publication|Explanatory Report, Department of Mines, Tasmania, for Pedder 1:50 000 Mapsheet. |
29473|Mount Julia Member|Name source|Initial Statement: The Mount Julia Member is the upper member of two members in the Comstock Formation. The Comstock Formation is the lowermost of two formations in the Tyndall Group. The term 'Mount Julia' was chosen as it is the closest geographical location to the type section location (Anthony Road), that has not been already used for stratigraphic naming.                                                                     Mount Julia (AMG Grid Reference 5361600N - 380800E, Selina sheet, Tasmania 1:25 000 series topographical map, Tasmanian Lands Department). Mount Julia is located approximately 2-3 km north of the type section (Anthony Road).|
29473|Mount Julia Member|Unit history|None|
29473|Mount Julia Member|Type section locality|The type section is situated along the Anthony Road between the Tyndall Creek overpass and the Howards Road turnoff. The Mount Julia Member is steeply dipping, facing east and is exposed between 5357300N - 381050E (base) and 5358650N - 381040E (top) (AMG Grid References, Tyndall sheet, Tasmania 1:25 000 series topographical map, Tasmanian Lands Department).|
29473|Mount Julia Member|Extent|The Mount Julia Member occurs from the Mount Lyell district to the Anthony Road, Henty Canal and Moxon Saddle areas. Correlates of the Mount Julia Member occur further north in the Mount Cripps Subgroup (Corbett 1992) in the Cradle Mountain Link Road area and in the Winterbrook area (Pemberton and Vicary 1989). Correlates may also occur further south in the Jukes-Darwin area (Corbett 1992). However, some of these units are more recently interpreted as part of the Eastern quartz-phyric sequence (Corbett et al. 1993).|
29473|Mount Julia Member|Thickness range|The Mount Julie Member ranges in thickness from approximately 150 m (Comstock area) to 750 m (Henty Canal, Cradle Mountain Link Road area). Incomplete thinner sequences are also present in places (e.g. Mount Lyell Mill area, Corbett et al. 1974). The Mount Julia Member is approximately 390 m thick at the type section locality along the Anthony Road.|
29473|Mount Julia Member|Lithology|The Mount Julia Member is quartz-rich (rhyolitic to dacitic) in character and comprises four main facies:  1) crystal-rich volcaniclastic sandstone;  2) massive to normally graded volcaniclastic breccia-sandstone units;  3) welded ignimbrite (including ignimbrite clast volcaniclastic breccia);  4) coherent rhyolite and associated rhyolite breccia. Minor laminated fine sandstone/mudstone units also occur in the Mount Julia Member in places.  Details are given in White and McPhie (in prep).  Crystal-rich volcaniclastic sandstone (CRVS) is the most common facies in the Mount Julia Member and comprises a closed framework of dominantly plagioclase and quartz crystals and crystal fragments (35-70%), with minor titanomagnetite+/-ilmenite+/-hornblende grains in a fine grained altered matrix. Minor additions of pebble to cobble size, angular to rounded lithic fragments (dominantly felsic volcanic clasts) also occur in places. The Mount Julia Member also contains tabular, normally graded volcaniclastic breccia/sandstone units (m's to 10's m thick) that are intercalated with massive CRVS units. They comprise volcaniclastic lithic breccia near the base grading up into massive CRVS, with laminated fine sandstone+/-mudstone at the top and are interpreted as subaqueous mass-flow units. Crystal-rich volcaniclastic facies containing approximately 1-3% titanomagnetite, dominate in this member which gives it a characteristically high magnetic signature relative to other surrounding rocks.|
29473|Mount Julia Member|Relationships and boundaries|The quartz-poor (andesitic to dacitic) crystal-rich volcaniclastic units of the underlying Lynchford Member grade upwards into more felsic (dacitic to rhyolitic) quartz-rich units of the Mount Julia Member at a number of locations (Zig Zag Hill, Comstock, Anthony Road). The contact between thse members is gradational and interfingering, and largely based on a very subtle compositional variation up-sequence. At East Mount Lyell, the Mount Julia Member rests directly on older felsic volcanic units interpreted as part of the Eastern quartz-phyric sequence (Corbett 1992).  In areas of good exposure (e.g. Comstock, Anthony Road, Henty Canal), the upper contact of t6he Comstock Formation (with the overlying Zig Zag Hill Formation) is gradational and conformable. However, at Zig Zag Hill a sharp contact between the welded ignimbrite unit (top of the Mount Julia Member) and the overlying Zig Zag Hill Formation suggests that some erosion occurred prior to deposition of the Zig Zag Hill Formation. This contact is interpreted as a parallel unconformity.|
29473|Mount Julia Member|Age reasons|Marine fossils found in a brown mudstone unit within the 'Mount Julia Member of the Comstock Formation correlates' on the Cradle Mountain Link Road are dated as late Middle Cambrian in age (Lejopyge laevigata II and III to Damesella torosa-Ascionepea janitrix zones) (Pemberton et al. 1991). The age range of these fossils is approximately 530 to 520 Ma (Shergold 1989). The fossiliferous carbonate (limestone) unit in the underlying Lynchford Member of the Comstock Formation at Comstock contains fauna of a similar age (late Middle to early Late Cambrian age: Jago et al. 1972). Recent isotopic U-Pb dating of magmatic zircons from 2 crystal-rich volcaniclastic sandstone samples in the Mount Julia Member gave two relatively young dates of 494.4+/-3.8 Ma and 502.5+/-3.3 Ma (Perkins and Walshe 1993).|
29473|Mount Julia Member|Proposed publication|Australian Journal of Earth Sciences|
29473|Mount Julia Member|References|95/28064; 79/00954; 96/28186; RC89/031; 00/30190.|
36814|Panama Group|Name source|After Panama Ridge (Australian Map Grid; AUS66; 55G; 524000mE, 5440000mN).|08/SEP/10
36814|Panama Group|Name source|After Panama Ridge (GDA94 Zone 55, 523830 mE, 5440000 mN)|
36814|Panama Group|Constituents|Bellingham Formation and (informally defined) Sidling sandstone (Powell et al., 1993).|08/SEP/10
36814|Panama Group|Constituents|Yarrow Creek Mudstone, Retreat Formation, Lone Star Siltstone, Sideling Sandstone and Scamander Formation. Note, Sideling Sandstone and Scamander Formation are partial lateral equivalents of each other.|29/SEP/10
36814|Panama Group|Geomorphic expression|Variable, from dissected undulating low to mid-level plateau country on the pelitic formations, to higher dissected hilly to ridge country on the sandstone-rich units and within contact metamorphic zones adjacent to mid-Devonian granitoids.|
36814|Panama Group|Type section locality|None specified, but typical outcrops occur on the Bridport to Georgetown road between about 508600mE, 5451400mN and 533000mE, 5459000mN (Australian Map Grid; AUS66; 55G) and on the Tasman Highway where it crosses the Sidling Range at about 537000mE, 5433000mN.|08/SEP/10
36814|Panama Group|Type section locality|No single type locality specified. Refer to type locality information for constituent formations.|
36814|Panama Group|Extent|As noted above, may occupy all of the Mathinna Supergroup outcrop area east of the currently known extent of the Tippogoree Group in NE Tasmania.|
36814|Panama Group|Extent|Pre-Late Carboniferous sedimentary rocks cropping out southeast of Pipers River where it crosses the Bridport to Georgetown road at 508600mE, 5451400mN (Australian Map Grid; AUS66; 55G) and east of granitic rocks of the Scottsdale batholith (550000mE, 5440000mN).|08/SEP/10
36814|Panama Group|General description|Alternating megasequences of dominantly thin bedded mudstone-siltstone with minor or subordinate sandstone (Yarrow Creek Mudstone, Lone Star Siltstone) and quartz-rich sandstone-dominated turbidites deposited in submarine fan complexes (Retreat Formation, Sideling Sandstone, Scamander Formation).|
36814|Panama Group|Thickness range|Unknown.|08/SEP/10
36814|Panama Group|Thickness range|Estimated from structural sections, in the range 4500 ¿ 6000 m (but top not exposed)|
36814|Panama Group|Lithology|Classical turbidites, comprising upwardly fining mudstone to predominantly fine- to medium-, rarely coarse-grained quartzose sandstone (Powell et al., 1993).|08/SEP/10
36814|Panama Group|Lithology|Thin-bedded mudstone-siltstone with generally minor fine-grained quartz-rich sandstone, or medium- to thick-bedded quartz-rich sandstone (commonly classical Bouma turbidites) with generally minor interbedded shale-mudstone-siltstone.|
36814|Panama Group|Depositional environment|Marine, alternating between background to distal turbidite pelitic sedimentation, and sandy turbidite-dominated deposition in overlapping and coalescing submarine fan complexes.|
36814|Panama Group|Depositional environment|Basinal setting with sediment deposited as turbidites (Powell et al., 1993)|08/SEP/10
36814|Panama Group|Fossils|Vascular plant remains in the Sidling sandstone (Banks, 1962).|08/SEP/10
36814|Panama Group|Fossils|late Silurian (Ludlow) graptolites in Lone Star Siltstone; late Silurian and Early Devonian plant fossils in Sideling Sandstone; Early Devonian plant fossils, graptolites and marine macrofossils in Scamander Formation.|
36814|Panama Group|Relationships and boundaries|The base of the unit is characterised by a change from strongly cleaved and recumbently folded Turquoise Bluff Slate to open upright folded classical turbidites of the Bellingham Formation. The top of the unit has not been defined.|08/SEP/10
36814|Panama Group|Relationships and boundaries|Inferred fault contact with, and inferred unconformable relationship with, Ordovician Turquoise Bluff Slate. Distinguished from high-strain recumbently folded generally non-turbiditic pelitic slate of the Turquoise Bluff Slate by an abrupt change to low-medium strain upright-folded turbidite-dominated facies of the Panama Group. Stratigraphic top not exposed, but is unconformably overlain by extrusive Middle Devonian St Marys Porphyry or intruded by Middle Devonian granitoids.|
36814|Panama Group|Identifying features|Sandy turbidite-bearing megasequence containing Silurian to Early Devonian fossils and lacking Ordovician fossils and high-strain recumbent fold structures.|
36814|Panama Group|Structure and Metamorphism|Generally upright to steeply inclined open to close folds with a tendency to chevron morphology, associated moderately to steeply dipping thrust faults, and moderately developed axial plane cleavages. Regional metamorphic grade is dominantly anchizonal (200-300 degrees C, sub-greenschist facies) (Patison et al., 2001). Contact metamorphism in aureoles around mid-Devonian granitoids reaches hornblende hornfels facies.|
36814|Panama Group|Age reasons|Inferred unconformable relationship with Ordovician Turquoise Bluff Slate. Contains Late Silurian graptolites, and Early Devonian plant, graptolite and marine macrofossils. Unconformably overlain by Middle Devonian extrusive St Marys Porphyry (Rb-Sr age 388 ± 1 Ma, Turner et al., 1986).|
36814|Panama Group|Age reasons|This unit overlies rocks containing poorly preserved graptolites of Early to Middle Ordovician (Bendigonian Be1 to Darriwillian Da3) age (Banks & Smith, 1968; VandenBerg pers comm.). The Sidling sandstone contains vascular plant remains of Devonian age (Banks, 1962).|
36814|Panama Group|Correlations|May occupy all of the Mathinna Supergroup outcrop area east of the currently known extent of the Tippogoree Group; however second-generation regional mapping (at 1:25,000 scale) needs to be completed to be sure of this.|
36814|Panama Group|Alteration and Mineralisation|The Panama Group is host to important orogenic gold mineralisation associated with the last major phase of Devonian deformation.|
36814|Panama Group|Geophysical Expression|Variable. Characterised in some areas on K-Th-U (RGB) radiometric imagery by lack of response in all channels (i.e. dark image) over sandstone-rich units, and strong response in all channels (i.e. bright image) over pelite-rich units. However this is not a general rule, partially due to response modification by contact metamorphism.|
36814|Panama Group|Geochemistry|On standard discrimination diagrams, geochemical signatures show clear indications of a dominantly passive margin sedimentary environment with a quartzose sedimentary provenance.|
36814|Panama Group|Defn author|David Seymour, MRT, Stephen Forsyth 7-SEP-2010|
36814|Panama Group|Defn author|? Mineral Resources Tasmania, approved S. Forsyth 3-JUL-2003|
36814|Panama Group|Defn author|David Seymour, Mineral Resources Tasmania, 10-SEP-2010.|
36814|Panama Group|Proposed publication|Seymour, D. B.; Woolward, I. R.; McClenaghan, M. P. 2010. Stratigraphic revision and re-mapping of the Mathinna Supergroup west of the Scottsdale Batholith, Northeast Tasmania. Mineral Resources Tasmania, 1:25 000 Scale Digital Geological Map Series Explanatory Report 4.|
36814|Panama Group|References|Patison, N. L.; Berry, R. F.; Davidson, G. J.; Taylor, B. P.; Bottrill, R. S.; Manzi, B.; Ryba, J.; Shepherd, R. E. 2001. Regional metamorphism of the Mathinna Group, northeast Tasmania. Australian Journal of Earth Sciences 48: 281-292.Turner, N. J.; Black, L. P.; Higgins, N. C. 1986. The St Marys Porphyrite and related dykes - a Devonian intra-caldera ignimbrite and its feeder. Australian Journal of Earth Sciences 33: 201-218.|29/SEP/10
36814|Panama Group|References|BANKS, M. 1962. The Silurian and Devonian Systems. Journal of the Geological Society of Australia 9, 177-188. BANKS, M. & SMITH A. 1968. A graptolite from the Mathinna Beds, northeastern Tasmania. Australian Journal of Science 31, 118-119.  POWELL, C. McA., BAILLIE,  P.W., CONAGHAN, P. J. & TURNER, N. J. 1993. The mid-Palaeozoic turbiditic Mathinna Group, NE Tasmania. Australian Journal of Earth Sciences 40, 169-198.|29/SEP/10
24450|Pandani Group|Name source|Pandani Shelf [DN533460], Wedge 1:100 000 Mapsheet.|
24450|Pandani Group|Constituents|Lot Formation, Huon River Formation, Mt Bowes Formation.|
24450|Pandani Group|Extent|The unit is exposed over ca. 40 km2 in the southeastern part of the Wedge 1:100 000 Mapsheet around the headwaters of the Huon River.|
24450|Pandani Group|Thickness range|Approximately 4 km; uncertain due to faulting.|
24450|Pandani Group|Lithology|Pelite (phyllite, slate or mudstone) with interlayered dolomite; lesser quartzarenite.|
24450|Pandani Group|Relationships and boundaries|The oldest known parts of the unit are in faulted juxtaposition with Late Precambrian Mt Anne Group. The unit is unconformably overlain by late Precambrian Weld River Group and by a lithiwacke sequence of probable Cambrian age (Calver, in press).|
24450|Pandani Group|Age reasons|Late Precambrian (Calver, in press).|
24450|Pandani Group|Proposed publication|Explanatory Report, Department of Mines, Tasmania, for Pedder 1:50 000 Mapsheet|
24450|Pandani Group|References|90/26830|
29227|Sarah-Jane Quartzite|Name source|Mt Sarah-Jane [DN550400] Wedge 1:100 000 Mapsheet.|
29227|Sarah-Jane Quartzite|Type section locality|Approximately 1000 m of white quartzite exposed on strike ridge west of Mt Eliza [DN508425-DN504438].|
29227|Sarah-Jane Quartzite|Extent|Type section crosses southern outcrop belt extending from Condominium Creek [DN485435] to Whitewater Creek [DN570430]. Northern, lithologically identical outcrop belt extending from Celtic Hill [DN470465] to north of Lake Judd [DN540435] is regarded as a correlate.|
29227|Sarah-Jane Quartzite|Thickness range|800-1000 m.|
29227|Sarah-Jane Quartzite|Lithology|White to pale pink, cross-bedded orthoquartzite, with minor interbeds of phyllite.|
29227|Sarah-Jane Quartzite|Relationships and boundaries|Belongs to Mt Anne Group. Conformably overlies Lake Judd Formation at DN508425 and is conformably overlain by Lonely Tarns Formation at DN548416.|
29227|Sarah-Jane Quartzite|Age reasons|Late Precambrian, due to tectonometamorphic grade and regional geological setting (see Turner, 1989).|
29227|Sarah-Jane Quartzite|Proposed publication|Explanatory Report, Department of Mines, Tasmania, for Pedder 1:50 000 Mapsheet|
24490|Scotts Peak Road Member|Name source|Scotts Peak Road [DN480480], Wedge 1:100 000 Mapsheet|
24490|Scotts Peak Road Member|Type section locality|Approximately 200 m of reddish, laminated slate and siltstone exposed in roadcuts along the Scotts Peak Road between DN478486 (base) and DN 479487 (top).|
24490|Scotts Peak Road Member|Extent|The unit is exposed over about 2 km2 just south of Sandfly Creek.  Lithologic correlates are exposed in two smaller areas to the north. The unit is indicated on the Pedder 1:50 000 geological map by the symbol Psr.|
24490|Scotts Peak Road Member|Thickness range|Approximately 200 m. |
24490|Scotts Peak Road Member|Lithology|Pelite (slate or mudstone) with siltstone laminae. Variable but predominantly reddish colour.|
24490|Scotts Peak Road Member|Relationships and boundaries|Part of Huon River Formation, Pandani Group. At type section, conformably overlies weathered domomitic siltstone of Huon River Formation, and is conformably overlain by weathered pale green slate of Huon River Formation.|
24490|Scotts Peak Road Member|Age reasons|Late Precambrian (as for Pandani Group).|
24490|Scotts Peak Road Member|Proposed publication|Explanatory Report, Department of Mines, Tasmania, for Pedder 1:50 000 Mapsheet|
24490|Scotts Peak Road Member|Proposer|Calver C.R.|
24508|Strickland Gorge Formation|Name source|The Strickland Gorge Formation is named after the gorge of the Fad River (EQ547050) where the upper 26m is almost completely exposed.|
24508|Strickland Gorge Formation|Type section locality|The type section is designated at an unnamed creek, between EQ596019 and EQ591019, where both the base and the top of the formation is exposed and the total thickness is about 60m.|
24508|Strickland Gorge Formation|Extent|At present the formation is known from the northern and eastern flanks of Ben Lomond, as far east as Englishtown (EQ440012), as far west as Tower Hill (EQ690024) and as far south as Mistletoe Creek (EP635900) and Mt. Christie (EP578780). It thins and disappears to the east and south, where the Aberfoyle Formation or younger units rest on Mathinna Beds (Calver, ibid).|
24508|Strickland Gorge Formation|Lithology|The conglomerate layers which are courser-grained and thicker in the lower part of the formation, comprise sub rounded to angular, boulder, cobble and pebble sized class of quartzite, sandstone, siltstone, phyllite, mica schist and quartz in a matrix of grey siltstone or poorly sorted brown sandstone.  They are usually thickly, unevenly and poorly bedded, but in places graded bedding is present.  The siltstone is light to dark grey, medium to think bedded, slightly micaceous, sometimes calcareous and contains rare to abundant drop stones, often occurring in clumps.  It usually has irregular, lenticular fracture, and is often bioturbated, particularly in the upper part of the formation.  The boundary with the Aberfoyle Formation is placed at the first appearance of the fissile, thinly bedded, fine-grained quartz sandstone and dark carboneous and micaceous siltstone.|
24508|Strickland Gorge Formation|Fossils|The Strickland Gorge Formation is sparsely to sometimes richly fossiliferous, with a biocoeotic assemblage including brachiopods, bivalves, steroponids and ferestellids.|
24508|Strickland Gorge Formation|Relationships and boundaries|The Strickland George Formation, belonging to the lower glacio-marine part of the Parmeener Super-group in north eastern Tasmania, consists of interbedded siltstone and conglomerate unconformably overlying Mathinna Beds and conformably overlain by the Aberfoyle Formation (A.H. Blissett, 1959, Bull. Geol. Surv. Tasm. 46). The boundary with the Aberfoyle Formation is placed at the first apperance of the fissile, thinly bedded, fine-grained quartz sandstone and dark carboneous and micaceous siltstone.|
24508|Strickland Gorge Formation|Age reasons|Preliminary palynological and palaeontological evidence (Trigonotreta stokesii, Ecrydesma ?cordatum) and the relationship with the Aberfoyle Formation suggests a Tamarian (Permian) age.|
24508|Strickland Gorge Formation|Proposed publication|Calver C.R., Everard J.L., Findlay R.H. & Lennox P.G., 1988. Geological atlas 1:50 000 series Sheet 48 (8414N), Ben Lomond, Department of Mines, Tasmania.  ALSO: same authors. In prep. Explanatory Report (for above map).|
24509|Styx Dolomite|Name source|Styx River [DN590600], Wedge 1:100 000 Mapsheet.|
24509|Styx Dolomite|Type section locality|Outcrop along the Weld River [DN554578-DN548581] constitute the type area.|
24509|Styx Dolomite|Extent|Unit is exposed over approximately 2 km2 in the headwaters of the Weld River. |
24509|Styx Dolomite|Thickness range|Approximately 500 m; uncertain due to faulting.|
24509|Styx Dolomite|Lithology|Massive, pale grey dolomite; rare red mudstone.|
24509|Styx Dolomite|Relationships and boundaries|Overlies, probably conformably, the Devils Eye Dolomite at DN554578 (contact not exposed); top of unit is faulted out.|
24509|Styx Dolomite|Age reasons|Late Precambrian (as for Weld River Group).|
24509|Styx Dolomite|Proposed publication|Pap. Proc. R. Soc. Tasm., 123|
75979|Tebrakunna Dolerite|Name source|Tebrakunna Road, in the type area.|
75979|Tebrakunna Dolerite|Geomorphic expression|Usually in-weathering relative to granite host rocks in coastal outcrops; may form narrow slots or gulches in foreshore outcrops. The dykes crop out poorly inland, with subdued geomorphic contrast. Abundant rounded boulders of dolerite float may contrast with angular Mathinna Supergroup float.|
75979|Tebrakunna Dolerite|Type section locality|Defined as those dolerite dykes cropping out between a point ~3 km E of Gardens Lagoon (~41deg 09'S 148 deg 14' E) and Old Chum Dam (~41 deg 04' S 148 deg 03' E), northeast Tasmania. The designated type locality is a large dyke cropping out near the bridge on Tebrakunna Road over the Great Musselroe River (~41 deg 05' 17" S 148 deg 03' 39" E)(McClenaghan M. P. & Williams P. R. 1983).|07/JUN/11
75979|Tebrakunna Dolerite|Description at type locality|At least twenty subparallel, NE- to NNE-trending, +/- vertical dolerite dykes, 1 - 30 m thick, forming a swarm ~ 17 km wide.|
75979|Tebrakunna Dolerite|Extent|The dyke swarm extends NE to the Mt William area and SW at least as far as the Pyengana area. Geophysical evidence suggests a dolerite dyke at Roses Tier is an extension of the swarm.|
75979|Tebrakunna Dolerite|General description|Similar dolerite dykes at South Maria Island, Freycinet Peninsula (Everard 2001), Friendly Beaches, Bicheno, St Helens, Boobyalla and on the Furneaux Islands (extending north to Hogan Island) may be outliers of the swarm; these are more variable in orientation.|
